q,false_discoveries,any_false,seed
0.175,0,False,272226
0.2,0,False,272226
0.01,0,False,272227
0.025,0,False,272227
0.05,0,False,272227
0.075,0,False,272227
0.1,0,False,272227
0.125,0,False,272227
0.15,0,False,272227
0.175,0,False,272227
0.2,0,False,272227
0.01,0,False,272228
0.025,0,False,272228
0.05,0,False,272228
0.075,0,False,272228
0.1,0,False,272228
0.125,0,False,272228
0.15,0,False,272228
0.175,0,False,272228
0.2,0,False,272228
0.01,0,False,272229
0.025,0,False,272229
0.05,0,False,272229
0.075,0,False,272229
0.1,0,False,272229
0.125,0,False,272229
0.15,0,False,272229
0.175,0,False,272229
0.2,0,False,272229
0.01,0,False,272230
0.025,0,False,272230
0.05,0,False,272230
0.075,0,False,272230
0.1,0,False,272230
0.125,0,False,272230
0.15,1,True,272230
0.175,1,True,272230
0.2,1,True,272230
0.01,0,False,272231
0.025,0,False,272231
0.05,0,False,272231
0.075,0,False,272231
0.1,0,False,272231
0.125,0,False,272231
0.15,0,False,272231
0.175,0,False,272231
0.2,0,False,272231
0.01,0,False,272232
0.025,0,False,272232
0.05,0,False,272232
0.075,0,False,272232
0.1,0,False,272232
0.125,0,False,272232
0.15,0,False,272232
0.175,0,False,272232
0.2,0,False,272232
0.01,0,False,272233
0.025,0,False,272233
0.05,0,False,272233
0.075,0,False,272233
0.1,0,False,272233
0.125,0,False,272233
0.15,0,False,272233
0.175,0,False,272233
0.2,0,False,272233
0.01,0,False,272234
0.025,0,False,272234
0.05,0,False,272234
0.075,0,False,272234
0.1,0,False,272234
0.125,0,False,272234
0.15,0,False,272234
0.175,0,False,272234
0.2,0,False,272234
0.01,0,False,272235
0.025,0,False,272235
0.05,0,False,272235
0.075,0,False,272235
0.1,0,False,272235
0.125,0,False,272235
0.15,0,False,272235
0.175,0,False,272235
0.2,0,False,272235
0.01,0,False,272236
0.025,0,False,272236
0.05,0,False,272236
0.075,0,False,272236
0.1,0,False,272236
0.125,0,False,272236
0.15,0,False,272236
0.175,0,False,272236
0.2,0,False,272236
0.01,0,False,272237
0.025,0,False,272237
0.05,0,False,272237
0.075,0,False,272237
0.1,0,False,272237
0.125,0,False,272237
0.15,0,False,272237
0.175,0,False,272237
0.2,0,False,272237
0.01,0,False,272238
0.025,0,False,272238
0.05,0,False,272238
0.075,0,False,272238
0.1,0,False,272238
0.125,0,False,272238
0.15,0,False,272238
0.175,0,False,272238
0.2,0,False,272238
0.01,0,False,272239
0.025,0,False,272239
0.05,0,False,272239
0.075,0,False,272239
0.1,0,False,272239
0.125,0,False,272239
0.15,0,False,272239
0.175,0,False,272239
0.2,0,False,272239
0.01,0,False,272240
0.025,0,False,272240
0.05,0,False,272240
0.075,0,False,272240
0.1,0,False,272240
0.125,0,False,272240
0.15,0,False,272240
0.175,0,False,272240
0.2,0,False,272240
0.01,0,False,272241
0.025,0,False,272241
0.05,0,False,272241
0.075,0,False,272241
0.1,0,False,272241
0.125,0,False,272241
0.15,0,False,272241
0.175,0,False,272241
0.2,0,False,272241
0.01,0,False,272242
0.025,0,False,272242
0.05,0,False,272242
0.075,0,False,272242
0.1,0,False,272242
0.125,0,False,272242
0.15,0,False,272242
0.175,0,False,272242
0.2,0,False,272242
0.01,0,False,272243
0.025,0,False,272243
0.05,0,False,272243
0.075,0,False,272243
0.1,0,False,272243
0.125,0,False,272243
0.15,0,False,272243
0.175,0,False,272243
0.2,0,False,272243
0.01,0,False,272244
0.025,0,False,272244
0.05,0,False,272244
0.075,0,False,272244
0.1,0,False,272244
0.125,0,False,272244
0.15,0,False,272244
0.175,0,False,272244
0.2,0,False,272244
0.01,0,False,272245
0.025,0,False,272245
0.05,0,False,272245
0.075,0,False,272245
0.1,0,False,272245
0.125,0,False,272245
0.15,0,False,272245
0.175,0,False,272245
0.2,0,False,272245
0.01,0,False,272246
0.025,0,False,272246
0.05,0,False,272246
0.075,0,False,272246
0.1,0,False,272246
0.125,0,False,272246
0.15,0,False,272246
0.175,0,False,272246
0.2,0,False,272246
0.01,0,False,272247
0.025,0,False,272247
0.05,0,False,272247
0.075,0,False,272247
0.1,0,False,272247
0.125,0,False,272247
0.15,0,False,272247
0.175,0,False,272247
0.2,0,False,272247
0.01,0,False,272248
0.025,0,False,272248
0.05,0,False,272248
0.075,0,False,272248
0.1,0,False,272248
0.125,0,False,272248
0.15,0,False,272248
0.175,0,False,272248
0.2,0,False,272248
0.01,0,False,272249
0.025,0,False,272249
0.05,0,False,272249
0.075,0,False,272249
0.1,0,False,272249
0.125,0,False,272249
0.15,0,False,272249
0.175,0,False,272249
0.2,0,False,272249
0.01,0,False,272250
0.025,0,False,272250
0.05,0,False,272250
0.075,0,False,272250
0.1,0,False,272250
0.125,0,False,272250
0.15,0,False,272250
0.175,0,False,272250
0.2,0,False,272250
0.01,0,False,272251
0.025,0,False,272251
0.05,0,False,272251
0.075,0,False,272251
0.1,0,False,272251
0.125,0,False,272251
0.15,0,False,272251
0.175,0,False,272251
0.2,0,False,272251
0.01,0,False,272252
0.025,0,False,272252
0.05,0,False,272252
0.075,0,False,272252
0.1,0,False,272252
0.125,0,False,272252
0.15,0,False,272252
0.175,0,False,272252
0.2,0,False,272252
0.01,0,False,272253
0.025,0,False,272253
0.05,0,False,272253
0.075,0,False,272253
0.1,0,False,272253
0.125,0,False,272253
0.15,0,False,272253
0.175,0,False,272253
0.2,0,False,272253
0.01,0,False,272254
0.025,0,False,272254
0.05,0,False,272254
0.075,0,False,272254
0.1,0,False,272254
0.125,0,False,272254
0.15,0,False,272254
0.175,0,False,272254
0.2,0,False,272254
0.01,0,False,272255
0.025,0,False,272255
0.05,0,False,272255
0.075,0,False,272255
0.1,0,False,272255
0.125,0,False,272255
0.15,0,False,272255
0.175,0,False,272255
0.2,0,False,272255
0.01,0,False,272256
0.025,0,False,272256
0.05,0,False,272256
0.075,0,False,272256
0.1,0,False,272256
0.125,0,False,272256
0.15,0,False,272256
0.175,0,False,272256
0.2,0,False,272256
0.01,0,False,272257
0.025,0,False,272257
0.05,0,False,272257
0.075,0,False,272257
0.1,0,False,272257
0.125,0,False,272257
0.15,0,False,272257
0.175,0,False,272257
0.2,0,False,272257
0.01,0,False,272258
0.025,0,False,272258
0.05,0,False,272258
0.075,0,False,272258
0.1,0,False,272258
0.125,0,False,272258
0.15,0,False,272258
0.175,0,False,272258
0.2,0,False,272258
0.01,0,False,272259
0.025,0,False,272259
0.05,0,False,272259
0.075,0,False,272259
0.1,0,False,272259
0.125,0,False,272259
0.15,0,False,272259
0.175,0,False,272259
0.2,0,False,272259
0.01,0,False,272260
0.025,0,False,272260
0.05,0,False,272260
0.075,0,False,272260
0.1,0,False,272260
0.125,0,False,272260
0.15,0,False,272260
0.175,0,False,272260
0.2,0,False,272260
0.01,0,False,272261
0.025,0,False,272261
0.05,0,False,272261
0.075,0,False,272261
0.1,0,False,272261
0.125,0,False,272261
0.15,0,False,272261
0.175,0,False,272261
0.2,0,False,272261
0.01,0,False,272262
0.025,0,False,272262
0.05,0,False,272262
0.075,0,False,272262
0.1,0,False,272262
0.125,0,False,272262
0.15,0,False,272262
0.175,0,False,272262
0.2,0,False,272262
0.01,0,False,272263
0.025,0,False,272263
0.05,0,False,272263
0.075,0,False,272263
0.1,0,False,272263
0.125,0,False,272263
0.15,0,False,272263
0.175,0,False,272263
0.2,0,False,272263
0.01,0,False,272264
0.025,0,False,272264
0.05,0,False,272264
0.075,0,False,272264
0.1,0,False,272264
0.125,0,False,272264
0.15,0,False,272264
0.175,0,False,272264
0.2,0,False,272264
0.01,0,False,272265
0.025,0,False,272265
0.05,0,False,272265
0.075,0,False,272265
0.1,0,False,272265
0.125,0,False,272265
0.15,0,False,272265
0.175,0,False,272265
0.2,0,False,272265
0.01,0,False,272266
0.025,0,False,272266
0.05,0,False,272266
0.075,0,False,272266
0.1,0,False,272266
0.125,0,False,272266
0.15,0,False,272266
0.175,0,False,272266
0.2,0,False,272266
0.01,0,False,272267
0.025,0,False,272267
0.05,0,False,272267
0.075,0,False,272267
0.1,0,False,272267
0.125,0,False,272267
0.15,0,False,272267
0.175,0,False,272267
0.2,0,False,272267
0.01,0,False,272268
0.025,0,False,272268
0.05,0,False,272268
0.075,0,False,272268
0.1,0,False,272268
0.125,0,False,272268
0.15,0,False,272268
0.175,0,False,272268
0.2,0,False,272268
0.01,0,False,272269
0.025,0,False,272269
0.05,0,False,272269
0.075,0,False,272269
0.1,0,False,272269
0.125,0,False,272269
0.15,0,False,272269
0.175,0,False,272269
0.2,0,False,272269
0.01,0,False,272270
0.025,0,False,272270
0.05,0,False,272270
0.075,0,False,272270
0.1,0,False,272270
0.125,0,False,272270
0.15,0,False,272270
0.175,0,False,272270
0.2,0,False,272270
0.01,0,False,272271
0.025,0,False,272271
0.05,0,False,272271
0.075,0,False,272271
0.1,0,False,272271
0.125,0,False,272271
0.15,0,False,272271
0.175,0,False,272271
0.2,0,False,272271
0.01,0,False,272272
0.025,0,False,272272
0.05,0,False,272272
0.075,0,False,272272
0.1,0,False,272272
0.125,0,False,272272
0.15,0,False,272272
0.175,0,False,272272
0.2,0,False,272272
0.01,0,False,272273
0.025,0,False,272273
0.05,0,False,272273
0.075,0,False,272273
0.1,0,False,272273
0.125,0,False,272273
0.15,0,False,272273
0.175,0,False,272273
0.2,0,False,272273
0.01,0,False,272274
0.025,0,False,272274
0.05,0,False,272274
0.075,0,False,272274
0.1,0,False,272274
0.125,0,False,272274
0.15,0,False,272274
0.175,0,False,272274
0.2,0,False,272274
0.01,0,False,272275
0.025,0,False,272275
0.05,0,False,272275
0.075,0,False,272275
0.1,0,False,272275
0.125,0,False,272275
0.15,0,False,272275
0.175,0,False,272275
0.2,0,False,272275
0.01,0,False,272276
0.025,0,False,272276
0.05,0,False,272276
0.075,0,False,272276
0.1,0,False,272276
0.125,0,False,272276
0.15,0,False,272276
0.175,0,False,272276
0.2,0,False,272276
0.01,0,False,272277
0.025,0,False,272277
0.05,0,False,272277
0.075,0,False,272277
0.1,0,False,272277
0.125,0,False,272277
0.15,0,False,272277
0.175,0,False,272277
0.2,0,False,272277
0.01,0,False,272278
0.025,0,False,272278
0.05,0,False,272278
0.075,0,False,272278
0.1,0,False,272278
0.125,0,False,272278
0.15,0,False,272278
0.175,0,False,272278
0.2,0,False,272278
0.01,0,False,272279
0.025,0,False,272279
0.05,0,False,272279
0.075,0,False,272279
0.1,0,False,272279
0.125,0,False,272279
0.15,0,False,272279
0.175,0,False,272279
0.2,0,False,272279
0.01,0,False,272280
0.025,0,False,272280
0.05,0,False,272280
0.075,0,False,272280
0.1,0,False,272280
0.125,0,False,272280
0.15,0,False,272280
0.175,0,False,272280
0.2,0,False,272280
0.01,0,False,272281
0.025,0,False,272281
0.05,1,True,272281
0.075,1,True,272281
0.1,1,True,272281
0.125,1,True,272281
0.15,1,True,272281
0.175,1,True,272281
0.2,1,True,272281
0.01,0,False,272282
0.025,0,False,272282
0.05,0,False,272282
0.075,0,False,272282
0.1,0,False,272282
0.125,0,False,272282
0.15,0,False,272282
0.175,0,False,272282
0.2,0,False,272282
0.01,0,False,272283
0.025,0,False,272283
0.05,0,False,272283
0.075,0,False,272283
0.1,0,False,272283
0.125,0,False,272283
0.15,0,False,272283
0.175,0,False,272283
0.2,0,False,272283
0.01,0,False,272284
0.025,0,False,272284
0.05,0,False,272284
0.075,0,False,272284
0.1,0,False,272284
0.125,0,False,272284
0.15,0,False,272284
0.175,0,False,272284
0.2,0,False,272284
0.01,0,False,272285
0.025,0,False,272285
0.05,0,False,272285
0.075,0,False,272285
0.1,0,False,272285
0.125,0,False,272285
0.15,0,False,272285
0.175,0,False,272285
0.2,0,False,272285
0.01,0,False,272286
0.025,0,False,272286
0.05,0,False,272286
0.075,0,False,272286
0.1,0,False,272286
0.125,0,False,272286
0.15,0,False,272286
0.175,0,False,272286
0.2,0,False,272286
0.01,0,False,272287
0.025,0,False,272287
0.05,0,False,272287
0.075,0,False,272287
0.1,0,False,272287
0.125,0,False,272287
0.15,0,False,272287
0.175,0,False,272287
0.2,0,False,272287
0.01,0,False,272288
0.025,0,False,272288
0.05,0,False,272288
0.075,0,False,272288
0.1,0,False,272288
0.125,0,False,272288
0.15,0,False,272288
0.175,0,False,272288
0.2,0,False,272288
0.01,0,False,272289
0.025,0,False,272289
0.05,0,False,272289
0.075,0,False,272289
0.1,0,False,272289
0.125,0,False,272289
0.15,0,False,272289
0.175,0,False,272289
0.2,0,False,272289
0.01,0,False,272290
0.025,0,False,272290
0.05,0,False,272290
0.075,0,False,272290
0.1,0,False,272290
0.125,0,False,272290
0.15,0,False,272290
0.175,0,False,272290
0.2,0,False,272290
0.01,0,False,272291
0.025,0,False,272291
0.05,0,False,272291
0.075,0,False,272291
0.1,0,False,272291
0.125,0,False,272291
0.15,0,False,272291
0.175,0,False,272291
0.2,0,False,272291
0.01,0,False,272292
0.025,0,False,272292
0.05,0,False,272292
0.075,0,False,272292
0.1,0,False,272292
0.125,0,False,272292
0.15,0,False,272292
0.175,0,False,272292
0.2,0,False,272292
0.01,0,False,272293
0.025,0,False,272293
0.05,0,False,272293
0.075,0,False,272293
0.1,0,False,272293
0.125,0,False,272293
0.15,0,False,272293
0.175,0,False,272293
0.2,0,False,272293
0.01,0,False,272294
0.025,0,False,272294
0.05,0,False,272294
0.075,0,False,272294
0.1,0,False,272294
0.125,0,False,272294
0.15,0,False,272294
0.175,0,False,272294
0.2,0,False,272294
0.01,0,False,272295
0.025,0,False,272295
0.05,0,False,272295
0.075,0,False,272295
0.1,0,False,272295
0.125,0,False,272295
0.15,0,False,272295
0.175,0,False,272295
0.2,0,False,272295
0.01,0,False,272296
0.025,0,False,272296
0.05,0,False,272296
0.075,0,False,272296
0.1,0,False,272296
0.125,0,False,272296
0.15,0,False,272296
0.175,0,False,272296
0.2,0,False,272296
0.01,0,False,272297
0.025,0,False,272297
0.05,0,False,272297
0.075,0,False,272297
0.1,0,False,272297
0.125,0,False,272297
0.15,0,False,272297
0.175,0,False,272297
0.2,0,False,272297
0.01,0,False,272298
0.025,0,False,272298
0.05,0,False,272298
0.075,0,False,272298
0.1,0,False,272298
0.125,0,False,272298
0.15,0,False,272298
0.175,0,False,272298
0.2,0,False,272298
0.01,0,False,272299
0.025,0,False,272299
0.05,0,False,272299
0.075,0,False,272299
0.1,0,False,272299
0.125,0,False,272299
0.15,0,False,272299
0.175,0,False,272299
0.2,0,False,272299
0.01,0,False,272300
0.025,0,False,272300
0.05,0,False,272300
0.075,0,False,272300
0.1,0,False,272300
0.125,0,False,272300
0.15,0,False,272300
0.175,0,False,272300
0.2,0,False,272300
0.01,0,False,272301
0.025,0,False,272301
0.05,0,False,272301
0.075,0,False,272301
0.1,0,False,272301
0.125,1,True,272301
0.15,1,True,272301
0.175,1,True,272301
0.2,1,True,272301
0.01,0,False,272302
0.025,0,False,272302
0.05,0,False,272302
0.075,0,False,272302
0.1,0,False,272302
0.125,0,False,272302
0.15,0,False,272302
0.175,0,False,272302
0.2,0,False,272302
0.01,0,False,272303
0.025,0,False,272303
0.05,0,False,272303
0.075,0,False,272303
0.1,0,False,272303
0.125,0,False,272303
0.15,0,False,272303
0.175,0,False,272303
0.2,0,False,272303
0.01,0,False,272304
0.025,0,False,272304
0.05,0,False,272304
0.075,0,False,272304
0.1,0,False,272304
0.125,0,False,272304
0.15,0,False,272304
0.175,0,False,272304
0.2,0,False,272304
0.01,0,False,272305
0.025,0,False,272305
0.05,0,False,272305
0.075,0,False,272305
0.1,0,False,272305
0.125,0,False,272305
0.15,0,False,272305
0.175,0,False,272305
0.2,0,False,272305
0.01,0,False,272306
0.025,0,False,272306
0.05,0,False,272306
0.075,0,False,272306
0.1,0,False,272306
0.125,0,False,272306
0.15,0,False,272306
0.175,0,False,272306
0.2,0,False,272306
0.01,0,False,272307
0.025,0,False,272307
0.05,0,False,272307
0.075,0,False,272307
0.1,0,False,272307
0.125,0,False,272307
0.15,0,False,272307
0.175,0,False,272307
0.2,0,False,272307
0.01,0,False,272308
0.025,0,False,272308
0.05,0,False,272308
0.075,0,False,272308
0.1,0,False,272308
0.125,0,False,272308
0.15,0,False,272308
0.175,0,False,272308
0.2,0,False,272308
0.01,0,False,272309
0.025,0,False,272309
0.05,0,False,272309
0.075,0,False,272309
0.1,0,False,272309
0.125,0,False,272309
0.15,0,False,272309
0.175,0,False,272309
0.2,0,False,272309
0.01,0,False,272310
0.025,0,False,272310
0.05,0,False,272310
0.075,0,False,272310
0.1,0,False,272310
0.125,0,False,272310
0.15,0,False,272310
0.175,0,False,272310
0.2,0,False,272310
0.01,0,False,272311
0.025,0,False,272311
0.05,0,False,272311
0.075,0,False,272311
0.1,0,False,272311
0.125,0,False,272311
0.15,0,False,272311
0.175,0,False,272311
0.2,0,False,272311
0.01,0,False,272312
0.025,0,False,272312
0.05,0,False,272312
0.075,0,False,272312
0.1,0,False,272312
0.125,0,False,272312
0.15,0,False,272312
0.175,0,False,272312
0.2,0,False,272312
0.01,0,False,272313
0.025,0,False,272313
0.05,0,False,272313
0.075,0,False,272313
0.1,0,False,272313
0.125,0,False,272313
0.15,0,False,272313
0.175,0,False,272313
0.2,1,True,272313
0.01,0,False,272314
0.025,0,False,272314
0.05,0,False,272314
0.075,0,False,272314
0.1,0,False,272314
0.125,0,False,272314
0.15,0,False,272314
0.175,0,False,272314
0.2,0,False,272314
0.01,0,False,272315
0.025,0,False,272315
0.05,0,False,272315
0.075,0,False,272315
0.1,0,False,272315
0.125,0,False,272315
0.15,0,False,272315
0.175,0,False,272315
0.2,0,False,272315
0.01,0,False,272316
0.025,0,False,272316
0.05,0,False,272316
0.075,0,False,272316
0.1,0,False,272316
0.125,0,False,272316
0.15,0,False,272316
0.175,0,False,272316
0.2,0,False,272316
0.01,0,False,272317
0.025,0,False,272317
0.05,0,False,272317
0.075,0,False,272317
0.1,0,False,272317
0.125,0,False,272317
0.15,0,False,272317
0.175,0,False,272317
0.2,0,False,272317
0.01,0,False,272318
0.025,0,False,272318
0.05,0,False,272318
0.075,0,False,272318
0.1,0,False,272318
0.125,0,False,272318
0.15,0,False,272318
0.175,0,False,272318
0.2,0,False,272318
0.01,0,False,272319
0.025,0,False,272319
0.05,0,False,272319
0.075,0,False,272319
0.1,0,False,272319
0.125,0,False,272319
0.15,0,False,272319
0.175,0,False,272319
0.2,0,False,272319
0.01,0,False,272320
0.025,0,False,272320
0.05,0,False,272320
0.075,0,False,272320
0.1,0,False,272320
0.125,0,False,272320
0.15,0,False,272320
0.175,0,False,272320
0.2,0,False,272320
0.01,0,False,272321
0.025,0,False,272321
0.05,0,False,272321
0.075,0,False,272321
0.1,0,False,272321
0.125,0,False,272321
0.15,0,False,272321
0.175,0,False,272321
0.2,0,False,272321
0.01,0,False,272322
0.025,0,False,272322
0.05,0,False,272322
0.075,0,False,272322
0.1,0,False,272322
0.125,0,False,272322
0.15,0,False,272322
0.175,0,False,272322
0.2,0,False,272322
0.01,0,False,272323
0.025,0,False,272323
0.05,0,False,272323
0.075,0,False,272323
0.1,0,False,272323
0.125,0,False,272323
0.15,0,False,272323
0.175,0,False,272323
0.2,0,False,272323
0.01,0,False,272324
0.025,0,False,272324
0.05,0,False,272324
0.075,0,False,272324
0.1,0,False,272324
0.125,0,False,272324
0.15,0,False,272324
0.175,0,False,272324
0.2,0,False,272324
0.01,0,False,272325
0.025,0,False,272325
0.05,0,False,272325
0.075,0,False,272325
0.1,0,False,272325
0.125,0,False,272325
0.15,0,False,272325
0.175,0,False,272325
0.2,0,False,272325
0.01,0,False,272326
0.025,0,False,272326
0.05,0,False,272326
0.075,0,False,272326
0.1,0,False,272326
0.125,0,False,272326
0.15,0,False,272326
0.175,0,False,272326
0.2,0,False,272326
0.01,0,False,272327
0.025,1,True,272327
0.05,2,True,272327
0.075,2,True,272327
0.1,2,True,272327
0.125,3,True,272327
0.15,3,True,272327
0.175,3,True,272327
0.2,3,True,272327
