annual_sharpe,correlation,repetitions,baseline_power,campaign_power,paired_difference,paired_ci_low,paired_ci_high,campaign_wins,ties,campaign_losses
1.5,0.5,250,0.5775,0.64925,0.07175,0.05954905887822467,0.08395094112177531,162,62,26
