design,method,annual_sharpe,correlation,seed,fdp,end_to_end_power,conditional_power,proposal_recall,discoveries,true_discoveries,false_discoveries,delay
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314182,0.0,0.0625,0.07142857142857142,0.875,1,1,0,443.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314183,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314183,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314184,0.0,0.125,0.13333333333333333,0.9375,2,2,0,522.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314184,0.0,0.125,0.13333333333333333,0.9375,2,2,0,611.5
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314185,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314185,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314186,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314186,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314187,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314187,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314188,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314188,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314189,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314189,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314190,0.0,0.0625,0.06666666666666667,0.9375,1,1,0,1153.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314190,0.0,0.0625,0.06666666666666667,0.9375,1,1,0,1153.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314191,0.0,0.0625,0.07142857142857142,0.875,1,1,0,662.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314191,0.0,0.0625,0.07142857142857142,0.875,1,1,0,662.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314192,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314192,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314193,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314193,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314194,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314194,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314195,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314195,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314196,0.0,0.0625,0.1,0.625,1,1,0,655.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314196,0.0,0.0625,0.1,0.625,1,1,0,655.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314197,0.0,0.0625,0.0625,1.0,1,1,0,687.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314197,0.0,0.0625,0.0625,1.0,1,1,0,687.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314198,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314198,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314199,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314199,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314200,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314200,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314201,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314201,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314202,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314202,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314203,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314203,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314204,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314204,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314205,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314205,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314206,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314206,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314207,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314207,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314208,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314208,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314209,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314209,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314210,0.0,0.0,0.0,0.6875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314210,0.0,0.0,0.0,0.6875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314211,0.0,0.1875,0.23076923076923078,0.8125,3,3,0,765.3333333333334
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314211,0.0,0.125,0.15384615384615385,0.8125,2,2,0,613.5
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314212,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314212,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314213,0.0,0.0625,0.06666666666666667,0.9375,1,1,0,557.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314213,0.0,0.0625,0.06666666666666667,0.9375,1,1,0,557.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314214,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314214,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314215,0.0,0.0625,0.06666666666666667,0.9375,1,1,0,353.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314215,0.0,0.0625,0.06666666666666667,0.9375,1,1,0,353.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314216,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314216,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314217,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314217,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314218,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314218,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314219,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314219,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314220,0.0,0.0,0.0,0.625,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314220,0.0,0.0,0.0,0.625,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314221,0.0,0.125,0.14285714285714285,0.875,2,2,0,287.5
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314221,0.0,0.125,0.14285714285714285,0.875,2,2,0,298.5
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314222,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314222,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314223,0.0,0.0625,0.07142857142857142,0.875,1,1,0,333.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314223,0.0,0.0625,0.07142857142857142,0.875,1,1,0,333.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314224,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314224,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314225,0.0,0.125,0.15384615384615385,0.8125,2,2,0,1125.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314225,0.0,0.0625,0.07692307692307693,0.8125,1,1,0,1096.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314226,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314226,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314227,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314227,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314228,0.0,0.0625,0.0625,1.0,1,1,0,1073.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314228,0.0,0.0625,0.0625,1.0,1,1,0,1073.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314229,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314229,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314230,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314230,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314231,1.0,0.0,0.0,0.625,1,0,1,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314231,1.0,0.0,0.0,0.625,1,0,1,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314232,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314232,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314233,0.0,0.0625,0.07142857142857142,0.875,1,1,0,680.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314233,0.0,0.0625,0.07142857142857142,0.875,1,1,0,680.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314234,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314234,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314235,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314235,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314236,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314236,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314237,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314237,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314238,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314238,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314239,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314239,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314240,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314240,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314241,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314241,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314242,0.0,0.0625,0.0625,1.0,1,1,0,642.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314242,0.0,0.0625,0.0625,1.0,1,1,0,642.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314243,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314243,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314244,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314244,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314245,0.25,0.1875,0.21428571428571427,0.875,4,3,1,705.6666666666666
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314245,0.3333333333333333,0.125,0.14285714285714285,0.875,3,2,1,568.5
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314246,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314246,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314247,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314247,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314248,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314248,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314249,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314249,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314250,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314250,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314251,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314251,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314252,0.0,0.125,0.125,1.0,2,2,0,857.5
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314252,0.0,0.0625,0.0625,1.0,1,1,0,708.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314253,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314253,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314254,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314254,0.0,0.0,0.0,1.0,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314255,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314255,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314256,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314256,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314257,0.0,0.0625,0.07692307692307693,0.8125,1,1,0,751.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314257,0.0,0.0625,0.07692307692307693,0.8125,1,1,0,751.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314258,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314258,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314259,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314259,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314260,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314260,0.0,0.0,0.0,0.875,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314261,0.0,0.0625,0.07692307692307693,0.8125,1,1,0,598.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314261,0.0,0.0625,0.07692307692307693,0.8125,1,1,0,598.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314262,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314262,0.0,0.0,0.0,0.75,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314263,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314263,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314264,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314264,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314265,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314265,0.0,0.0,0.0,0.9375,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314266,0.0,0.0625,0.07142857142857142,0.875,1,1,0,644.0
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314266,0.0,0.0625,0.07142857142857142,0.875,1,1,0,644.0
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314267,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314267,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Persistent weighted e-BH,0.5,0.0,314268,0.0,0.0,0.0,0.8125,0,0,0,
campaign75-geometric-daily,Proposal e-alpha-spending (FWER),0.5,0.0,314268,0.0,0.0,0.0,0.8125,0,0,0,
