date,market_ew30,high_volatility_lb63_b3_monthly,high_volatility_lb21_b5_monthly,high_volatility_lb63_b5_monthly,high_volatility_lb252_b10_monthly,high_volatility_lb252_b3_monthly,time_series_momentum_lb126_monthly,cross_momentum_lb252_skip21_b3_weekly,time_series_momentum_lb252_monthly,cross_momentum_lb21_skip0_b5_monthly,cross_momentum_lb63_skip0_b10_monthly,cross_momentum_lb21_skip0_b3_monthly,time_series_momentum_lb21_monthly,cross_momentum_lb21_skip0_b10_monthly,time_series_momentum_lb63_monthly,time_series_momentum_lb126_weekly,cross_reversal_lb63_skip0_b5_weekly,high_volatility_lb126_b3_monthly,time_series_momentum_lb252_weekly,cross_reversal_lb126_skip0_b5_weekly,time_series_momentum_lb63_weekly,cross_momentum_lb63_skip0_b5_monthly,cross_momentum_lb63_skip0_b3_monthly,low_volatility_lb21_b3_monthly,low_volatility_lb21_b5_monthly,cross_reversal_lb21_skip0_b3_weekly,low_volatility_lb126_b3_monthly,low_volatility_lb63_b3_monthly,cross_momentum_lb252_skip21_b3_monthly,cross_reversal_lb126_skip0_b10_monthly,cross_reversal_lb126_skip0_b10_weekly,cross_momentum_lb126_skip0_b3_monthly,cross_momentum_lb252_skip21_b5_monthly,cross_momentum_lb252_skip21_b5_weekly,low_volatility_lb252_b3_monthly,low_volatility_lb63_b5_monthly,cross_momentum_lb63_skip0_b10_weekly,low_volatility_lb126_b5_monthly,low_volatility_lb252_b5_monthly,cross_momentum_lb63_skip0_b5_weekly,cross_momentum_lb63_skip0_b3_weekly,cross_momentum_lb126_skip0_b5_monthly,cross_momentum_lb252_skip21_b10_monthly,cross_momentum_lb126_skip0_b3_weekly,cross_momentum_lb126_skip0_b5_weekly,cross_momentum_lb126_skip0_b10_weekly,cross_momentum_lb126_skip0_b10_monthly,cross_momentum_lb252_skip21_b10_weekly,cross_reversal_lb21_skip0_b10_weekly,low_volatility_lb252_b10_monthly,low_volatility_lb63_b10_monthly,time_series_reversal_lb21_monthly,low_volatility_lb126_b10_monthly,cross_reversal_lb21_skip0_b5_weekly,low_volatility_lb21_b10_monthly,time_series_reversal_lb252_monthly,time_series_reversal_lb126_monthly,cross_reversal_lb63_skip0_b3_weekly,high_volatility_lb21_b10_monthly,high_volatility_lb126_b10_monthly,high_volatility_lb126_b5_monthly,cross_momentum_lb21_skip0_b3_weekly,cross_momentum_lb21_skip0_b5_weekly,high_volatility_lb21_b3_monthly,cross_momentum_lb21_skip0_b10_weekly,time_series_reversal_lb63_weekly,high_volatility_lb252_b5_monthly,high_volatility_lb63_b10_monthly,time_series_reversal_lb126_weekly,time_series_reversal_lb63_monthly,time_series_momentum_lb21_weekly,time_series_reversal_lb21_weekly,cross_reversal_lb63_skip0_b5_monthly,cross_reversal_lb63_skip0_b10_weekly,cross_reversal_lb63_skip0_b10_monthly,cross_reversal_lb63_skip0_b3_monthly,cross_reversal_lb252_skip21_b3_monthly
2012-11-12,0.6701069495,0.01593109862,0.006749812122,0.0007107889667,0.004757361224,0.01254931424,0.9604673589,0.09922731269,1.872838902,0.6080757253,0.5961559726,0.3250679554,0.6907531132,0.6315676722,1.250061888,0.2628588279,0.5365346946,0.2193985304,0.5184387309,0.6147687016,0.6265977882,1.45323691,1.1141149,0.790129649,0.8623988185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-13,0.6567908979,0.01502867626,0.006386716031,0.0006656787513,0.004533348918,0.01183758482,0.9853885634,0.1035503259,1.861168511,0.6075841175,0.5816580308,0.3257206778,0.6909409967,0.6273219268,1.234484296,0.2621262362,0.5357586671,0.2138434345,0.5204474824,0.6039265806,0.6233548845,1.430847688,1.104290925,0.8112893406,0.8863108339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-14,0.5918193783,0.0141759511,0.005978659633,0.0006034979778,0.004179003828,0.01104657393,0.9522769413,0.1051641616,1.637757978,0.5819563555,0.5480304397,0.3052412837,0.6897465101,0.5962161436,1.17878416,0.2379977142,0.5472907955,0.2074745182,0.4892191908,0.6063431349,0.606257431,1.380177837,1.069796283,0.8361951679,0.9152151835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-15,0.5801305661,0.01364455836,0.005743218565,0.0005766797684,0.003990225297,0.01044931302,0.9572932063,0.1067808673,1.632424608,0.5547949281,0.5343495595,0.2836534726,0.6824006217,0.5726711574,1.163993862,0.239957979,0.5507090144,0.2024919204,0.488782053,0.5999078937,0.6011288336,1.321950972,1.021071393,0.8584583991,0.9334118019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-16,0.6026961166,0.01355637201,0.005783671065,0.0005763385587,0.004048432279,0.01036993355,0.9801914717,0.1056787077,1.738874314,0.5529734119,0.5595585452,0.2869659702,0.6823162913,0.5872707589,1.183658731,0.2431030721,0.54603617,0.2018093432,0.502022641,0.6027090679,0.6100233606,1.364624213,1.02188236,0.8632434686,0.9301159411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-19,0.6720487855,0.01424621918,0.006150967396,0.0006256319057,0.004291767261,0.01108664474,0.9944530093,0.1032064621,1.982958781,0.557612434,0.5717133302,0.2955775679,0.6648126615,0.5778238106,1.240901211,0.2773832483,0.5423494521,0.2080072211,0.5497779034,0.6053980892,0.5909827766,1.371749306,1.032088639,0.8357028995,0.9004589429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-20,0.6773703415,0.01367485546,0.006001313206,0.0006040582248,0.004213496121,0.01060917943,1.066755417,0.1098564026,2.056207353,0.5603732137,0.5823324627,0.2969351046,0.6647283619,0.5795253557,1.245974942,0.288272886,0.5357661145,0.2040329415,0.56440689,0.5883201824,0.5912696723,1.373101718,1.014762198,0.84996588,0.9116031163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-21,0.689354704,0.01389844466,0.006093564872,0.0006194357333,0.004238036441,0.01078887313,1.076180855,0.1096945247,2.094038877,0.5549191264,0.5791983451,0.2933353341,0.6628121547,0.5716299565,1.256682487,0.2967049727,0.5327487243,0.2055638763,0.5713612638,0.5893215385,0.5891845274,1.382832272,1.017181538,0.8445864255,0.9045068959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-23,0.7358623927,0.01412766501,0.006193618783,0.0006328159793,0.004258277289,0.01097562767,1.120945584,0.109049729,2.288693797,0.5486794969,0.5808476486,0.2922002758,0.6477699335,0.555165286,1.293120119,0.33043157,0.5351691424,0.2071376722,0.6075317588,0.5888539598,0.576481822,1.365212618,1.003517401,0.8359792313,0.8969599369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-26,0.7256674378,0.01377942191,0.006084707234,0.0006243345742,0.004197564077,0.01068109037,1.090694983,0.1094741416,2.26216387,0.5332194111,0.5525571386,0.2674200665,0.6477478262,0.5468778221,1.278255683,0.3251872822,0.5400085503,0.2046795255,0.6029711806,0.5924616857,0.5718868775,1.322809395,0.9671121906,0.8463750739,0.9050009204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-27,0.7157478972,0.01322024575,0.005811970728,0.0005963192244,0.0041936855,0.01014301168,1.044876545,0.1108109234,2.252634116,0.5350576227,0.5475306544,0.2657215026,0.6552238289,0.5675829007,1.266788461,0.3205795077,0.5444134349,0.2001068229,0.5973346286,0.594537921,0.5715513677,1.321740569,0.9539133828,0.8623333682,0.9256272283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-28,0.7489589946,0.01312533149,0.005791507188,0.000592745685,0.004222237974,0.01020953297,1.030489284,0.1091997238,2.397628061,0.5361379954,0.5595908841,0.2704259852,0.6444816082,0.5703626487,1.294563798,0.3433631266,0.5452478538,0.2006881099,0.6267214734,0.6025221827,0.5817191939,1.329192849,0.9620345749,0.8556392882,0.9272713829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-29,0.7724133456,0.01342866701,0.006024064705,0.0006192071415,0.004388723207,0.01039773263,1.062880993,0.1080874296,2.468450611,0.5491313422,0.5641960139,0.2768993397,0.6465831155,0.5853820293,1.312643894,0.3588272334,0.5386319606,0.2023275899,0.646924945,0.5970931333,0.5880045093,1.341445712,0.972160523,0.8445069606,0.9084920719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-11-30,0.771929759,0.01318662359,0.005870004086,0.0006018824505,0.004308567427,0.01030249592,1.11432102,0.1083448301,2.470527982,0.5560397628,0.5656925404,0.2890242989,0.650196226,0.5937930236,1.311868045,0.3616214937,0.5425487888,0.201507001,0.6449069382,0.5920060157,0.5862483571,1.347245098,0.9777329277,0.847808003,0.9203025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-03,0.7499605016,0.01283210703,0.005819518765,0.0005838792615,0.00422746624,0.01007135857,0.9795640733,0.111152509,2.366623053,0.5553060836,0.5549230657,0.292511034,0.6301247922,0.5892789818,1.292483526,0.344409559,0.5464983804,0.1995046821,0.6272808678,0.591869427,0.5744976129,1.329635208,0.9731634498,0.850416548,0.9237948214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-04,0.7450087511,0.01310698327,0.005890255271,0.0005993396021,0.004292973399,0.01028650961,0.9612562553,0.1102870273,2.321564332,0.5615225708,0.5650378997,0.2986068629,0.6312443359,0.5916158551,1.292638938,0.3417914615,0.5442411133,0.2013908303,0.6194565796,0.5873892661,0.5745912507,1.338844379,0.9846756805,0.8460973873,0.9179536883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-05,0.7489488923,0.01305525249,0.005983034246,0.0005797166264,0.004147005862,0.01019675688,0.9046853748,0.1048992704,2.248434042,0.5306087079,0.5494638017,0.2800322432,0.6180030964,0.5394316091,1.295682651,0.3336079673,0.5665194907,0.2006130104,0.6066472284,0.6176413651,0.5764232359,1.247131174,0.9476376626,0.8251921749,0.9104143436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-06,0.7638047009,0.01296097595,0.006011859564,0.0005721164334,0.004203970081,0.01020791949,0.9464231329,0.1058078301,2.322207695,0.5328253848,0.545365696,0.2846706025,0.6312660041,0.5474780104,1.306987058,0.3397104554,0.5668417171,0.2007094942,0.6197208695,0.6265445569,0.5832332988,1.245926857,0.9360695269,0.8201554591,0.9081239647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-07,0.7816426998,0.01322626473,0.00611302094,0.0005940714141,0.004241320508,0.0104596505,1.030838047,0.1030351989,2.404240937,0.5063094985,0.5686214026,0.2704796662,0.6330345202,0.5321014372,1.324342433,0.3517868588,0.5619495723,0.2028842662,0.634096095,0.6169314492,0.5937128091,1.264186237,0.9515178773,0.8190204002,0.9001373887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-10,0.7933328803,0.01403677374,0.006314914565,0.0006358431686,0.004447189153,0.01108014882,1.050644479,0.09840100216,2.412054485,0.4861823795,0.5950662518,0.2540265502,0.6358434212,0.5238239438,1.337211665,0.3603224033,0.5533513544,0.2081702837,0.6326476705,0.6170698825,0.6047750014,1.278644392,0.9562887832,0.8057099348,0.8845523925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-11,0.817703183,0.01432651028,0.006424985026,0.0006427744408,0.004568985714,0.01133449939,1.197265272,0.09635720983,2.513684573,0.4924895773,0.6051772322,0.252083621,0.663530224,0.534163185,1.355428197,0.3774016818,0.5549746927,0.2101645971,0.6488287341,0.6239129004,0.6128276765,1.278090122,0.9449487396,0.7928221559,0.876473677,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-12,0.8180174821,0.01469647582,0.006639495433,0.0006780128939,0.004677764385,0.01167476678,1.169321518,0.09665500302,2.504319909,0.4742563263,0.6362017103,0.2361844635,0.6574884442,0.5122384426,1.357401281,0.3786058856,0.5390348696,0.2127986702,0.6464502664,0.6169156235,0.6171265527,1.315361455,0.9661903586,0.7882617295,0.8610947762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-13,0.7936600252,0.0146121774,0.006518848846,0.0006623513868,0.004592648859,0.01150039101,1.010320922,0.09695628445,2.37246601,0.4815546471,0.6199636063,0.2368938865,0.6431036755,0.511071861,1.340237845,0.3601657411,0.5407602364,0.2114759845,0.6275124853,0.6204540336,0.6084460424,1.303979132,0.9564786472,0.7901116258,0.8693658119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-14,0.7938417895,0.01559858992,0.006716560096,0.0007030248172,0.004832847722,0.01230988796,0.999151816,0.09180339222,2.333567736,0.4618141076,0.6540630108,0.2265080911,0.6299174576,0.4958598172,1.349313304,0.3641906849,0.5338109448,0.2176630899,0.6160440789,0.6110693308,0.6160431978,1.343678502,0.9699252947,0.7729373098,0.8554708782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-17,0.8338933583,0.01481768147,0.006747714856,0.0006953165467,0.004832767861,0.01164847202,1.221928764,0.09801609864,2.575338272,0.476465525,0.6353758603,0.2422560511,0.6761844129,0.4976626782,1.379677106,0.3900471301,0.5440670336,0.2128467655,0.6588868717,0.6165473137,0.6042215802,1.364121613,0.9864362504,0.7863913834,0.8533671087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-18,0.8937468467,0.01561209594,0.007393339476,0.0007666345374,0.005528517155,0.01241662605,1.49437741,0.09950028998,2.825392333,0.4848019974,0.6927983399,0.2598587099,0.7335067822,0.5012134826,1.431715918,0.4305094108,0.535369656,0.2185871923,0.7061574367,0.5942834951,0.6044551986,1.42635359,1.028911032,0.7590293642,0.8098946205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-19,0.8697979351,0.0156348514,0.007630437193,0.0007984703935,0.005860686268,0.01241676742,1.391821247,0.09943295006,2.726752334,0.4907414691,0.7177490598,0.2726601444,0.7117821167,0.5224074926,1.420527815,0.4148695336,0.533234204,0.2185882027,0.6890039545,0.5908716855,0.6102861149,1.464860239,1.055131978,0.7595041591,0.7958280251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-20,0.8933752622,0.01529692204,0.007571360082,0.0007944866144,0.005763758641,0.01208678477,1.544002144,0.1034755086,2.864707484,0.5024108712,0.7233983683,0.2897519587,0.739498427,0.5346467008,1.437451152,0.4321188417,0.5317353833,0.216220809,0.7130917083,0.5896164807,0.607103579,1.477495444,1.077482359,0.7701004495,0.7991842465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-21,0.8585415294,0.01491423419,0.007605324503,0.0007754617773,0.006020805674,0.01164600824,1.385923693,0.1083233112,2.725348893,0.5479436298,0.7417355711,0.3236484987,0.7160072847,0.5894466472,1.415445706,0.4084877948,0.5272213152,0.2130094829,0.6890000419,0.5849945781,0.6143566835,1.516874702,1.113999362,0.767986302,0.7972336698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-24,0.8462956398,0.01475788361,0.007672756199,0.0007844128468,0.005982955941,0.01150207494,1.349540051,0.1088768409,2.68650327,0.5590140666,0.7386641105,0.3261583697,0.7142309493,0.612372573,1.41025857,0.4002414942,0.5297773093,0.211941599,0.6816645581,0.5829583816,0.6137059377,1.531622943,1.123024841,0.7725480313,0.7933805574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-26,0.823189752,0.01588016572,0.007875475204,0.0008530372817,0.006226752618,0.01244164195,1.217007704,0.1027281433,2.527512466,0.5228343917,0.7856166976,0.3070141637,0.6735072966,0.5878817792,1.398849232,0.3848350241,0.5241986603,0.2189528564,0.6543207171,0.5755333831,0.6138375777,1.562142358,1.135236504,0.7645060157,0.7819359093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-27,0.8200581409,0.01529562143,0.007828076666,0.0008302306709,0.00617491853,0.01198996834,1.219669755,0.1062338373,2.548325029,0.5486114914,0.7808311802,0.3246393699,0.6831348832,0.6270085621,1.395684999,0.3814514702,0.526399747,0.215737423,0.6561048464,0.5746363513,0.6136131237,1.570808281,1.152428092,0.771599016,0.7845177147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-28,0.7724397175,0.0149599843,0.007787237486,0.000821056813,0.006121579773,0.0116628341,1.029517651,0.1086256839,2.342390986,0.5580586464,0.7872854265,0.3320284293,0.6349806673,0.6342911647,1.363323895,0.3495649116,0.5226338099,0.2133615165,0.6204734657,0.5683699175,0.6095179939,1.578417254,1.164876788,0.7787970839,0.7867612658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-12-31,0.8547749738,0.01623927933,0.008517582335,0.000923400723,0.006862895628,0.01278879142,1.259065149,0.1042716683,2.680470389,0.5317298783,0.8447662208,0.3129051197,0.7120446065,0.6044315047,1.433586024,0.3948578867,0.5182030571,0.221674929,0.6731009139,0.5579667348,0.6164314368,1.638597776,1.185513624,0.7477066098,0.7463461312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-02,0.9670952909,0.01556535129,0.007806667057,0.0008526049825,0.006688739926,0.01222817492,1.539793949,0.1093517329,3.301967004,0.5154303201,0.8060155786,0.296031937,0.8020484764,0.6036177979,1.455013063,0.450317668,0.5335770224,0.2177661829,0.7639462603,0.5599243508,0.6114487733,1.557523623,1.08880287,0.7774750291,0.7778886297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-03,0.9715766853,0.01592614751,0.008061171808,0.0008955573972,0.007076255928,0.01252985568,1.565558466,0.108585771,3.274733977,0.5377573339,0.9029843244,0.329343551,0.8220143155,0.6413439038,1.472829828,0.4559059628,0.5127983523,0.2199207734,0.765494077,0.552175872,0.6253268959,1.658353274,1.177685752,0.765501883,0.7648206407,0.958382302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-04,1.006716093,0.0167588284,0.008221865153,0.0009424246049,0.007490638762,0.01322796843,1.693849533,0.1056669625,3.430685885,0.556337853,0.9716310899,0.3423547991,0.8698059893,0.697052221,1.497223426,0.4778085956,0.5058786854,0.2248304892,0.7841811705,0.54253457,0.6370706367,1.694899112,1.210791331,0.7475483611,0.7569247977,0.944199464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-07,0.987937425,0.0172921337,0.008185359052,0.0009640072502,0.00759184174,0.01367607528,1.627142032,0.10437381,3.329538622,0.5655837932,0.9751364228,0.3478178263,0.8546499729,0.6984937642,1.490941059,0.4676979709,0.5045693963,0.2278907278,0.7687971958,0.5422892588,0.6284868256,1.708573942,1.204768217,0.7526353808,0.7586705144,0.9389949332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-08,0.9682737454,0.01622578348,0.007828273883,0.0008888093872,0.007263064417,0.01277727622,1.559393492,0.108729258,3.261507941,0.544830132,0.9478009795,0.3229464433,0.8241552728,0.6752155226,1.481067734,0.4575226519,0.5113499127,0.2218886625,0.7594340179,0.5351975027,0.618800091,1.679721646,1.186518706,0.7743431015,0.7758486914,0.965592387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-09,0.9876437218,0.01594952292,0.007596424207,0.0008636528215,0.00741672039,0.01254436753,1.634587871,0.1130043065,3.39299696,0.5486423137,1.015091126,0.3233062751,0.8447481258,0.6959864455,1.497384275,0.4694442955,0.5065850798,0.2202690951,0.7801448429,0.515231811,0.6329560708,1.716451864,1.189918199,0.7864106939,0.787689973,0.9657330634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-10,1.013258181,0.01585660299,0.007569209707,0.0008652107356,0.007325251628,0.01246608008,1.708664461,0.1116078619,3.525307734,0.5355944018,0.954923637,0.3094733762,0.8518191908,0.6643464525,1.490113081,0.4800105506,0.513835223,0.2197190243,0.7985237085,0.5241283314,0.6419430942,1.668505176,1.160558655,0.7913271055,0.7891381323,0.9780603388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-11,1.006918738,0.01454236413,0.00721840775,0.0008065641435,0.006990054506,0.01135909937,1.662271452,0.1176949896,3.55983648,0.4934016326,0.8683033484,0.2660715263,0.8287598984,0.6119959204,1.47385434,0.4726621131,0.5285029216,0.2119183174,0.8052981516,0.5180729004,0.6339507274,1.590436335,1.101837752,0.818742841,0.8078967794,1.026510344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-14,1.010026909,0.01374888995,0.006946465817,0.0007691209002,0.006651089988,0.01069775438,1.674532741,0.1204935288,3.610600271,0.4743237834,0.8709457212,0.2452045066,0.8172301251,0.5828469669,1.478747638,0.4745845598,0.5278184525,0.2069987483,0.8134621629,0.5169551845,0.6375002665,1.575443506,1.09509012,0.8366337899,0.8234047632,1.020656998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-01-15,1.029519833,0.01403124562,0.006938253094,0.0008016764128,0.006894791706,0.01093210777,1.751848848,0.1182200405,3.700554026,0.4814410576,0.9276135443,0.2594756329,0.8400419073,0.6060464752,1.494474309,0.4874074075,0.5209530823,0.2088062844,0.8264880906,0.5061978812,0.6508166753,1.62805825,1.136735034,0.827420654,0.8238982557,1.020521858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
