design,method,seed,false_discoveries,any_false,first_day
anchored75-fixed-daily,Persistent weighted e-BH,272018,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272018,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272019,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272019,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272020,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272020,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272021,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272021,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272022,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272022,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272023,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272023,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272024,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272024,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272025,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272025,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272026,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272026,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272027,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272027,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272028,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272028,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272029,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272029,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272030,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272030,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272031,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272031,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272032,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272032,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272033,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272033,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272034,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272034,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272035,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272035,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272036,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272036,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272037,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272037,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272038,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272038,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272039,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272039,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272040,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272040,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272041,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272041,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272042,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272042,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272043,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272043,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272044,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272044,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272045,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272045,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272046,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272046,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272047,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272047,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272048,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272048,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272049,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272049,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272050,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272050,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272051,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272051,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272052,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272052,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272053,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272053,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272054,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272054,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272055,1,1,542
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272055,1,1,542
anchored75-fixed-daily,Persistent weighted e-BH,272056,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272056,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272057,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272057,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272058,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272058,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272059,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272059,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272060,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272060,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272061,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272061,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272062,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272062,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272063,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272063,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272064,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272064,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272065,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272065,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272066,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272066,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272067,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272067,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272068,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272068,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272069,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272069,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272070,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272070,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272071,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272071,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272072,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272072,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272073,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272073,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272074,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272074,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272075,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272075,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272076,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272076,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272077,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272077,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272078,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272078,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272079,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272079,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272080,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272080,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272081,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272081,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272082,2,1,2763
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272082,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272083,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272083,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272084,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272084,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272085,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272085,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272086,1,1,3292
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272086,1,1,3292
anchored75-fixed-daily,Persistent weighted e-BH,272087,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272087,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272088,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272088,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272089,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272089,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272090,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272090,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272091,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272091,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272092,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272092,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272093,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272093,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272094,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272094,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272095,10,1,3899
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272095,4,1,3966
anchored75-fixed-daily,Persistent weighted e-BH,272096,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272096,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272097,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272097,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272098,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272098,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272099,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272099,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272100,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272100,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272101,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272101,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272102,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272102,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272103,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272103,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272104,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272104,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272105,1,1,2173
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272105,1,1,2173
anchored75-fixed-daily,Persistent weighted e-BH,272106,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272106,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272107,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272107,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272108,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272108,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272109,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272109,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272110,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272110,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272111,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272111,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272112,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272112,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272113,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272113,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272114,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272114,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272115,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272115,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272116,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272116,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272117,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272117,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272118,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272118,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272119,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272119,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272120,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272120,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272121,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272121,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272122,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272122,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272123,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272123,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272124,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272124,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272125,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272125,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272126,1,1,2047
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272126,1,1,2047
anchored75-fixed-daily,Persistent weighted e-BH,272127,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272127,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272128,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272128,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272129,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272129,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272130,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272130,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272131,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272131,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272132,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272132,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272133,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272133,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272134,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272134,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272135,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272135,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272136,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272136,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272137,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272137,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272138,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272138,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272139,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272139,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272140,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272140,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272141,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272141,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272142,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272142,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272143,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272143,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272144,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272144,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272145,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272145,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272146,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272146,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272147,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272147,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272148,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272148,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272149,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272149,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272150,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272150,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272151,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272151,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272152,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272152,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272153,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272153,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272154,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272154,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272155,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272155,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272156,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272156,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272157,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272157,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272158,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272158,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272159,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272159,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272160,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272160,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272161,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272161,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272162,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272162,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272163,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272163,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272164,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272164,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272165,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272165,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272166,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272166,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272167,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272167,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272168,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272168,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272169,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272169,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272170,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272170,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272171,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272171,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272172,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272172,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272173,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272173,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272174,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272174,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272175,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272175,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272176,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272176,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272177,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272177,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272178,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272178,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272179,2,1,4575
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272179,1,1,4804
anchored75-fixed-daily,Persistent weighted e-BH,272180,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272180,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272181,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272181,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272182,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272182,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272183,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272183,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272184,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272184,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272185,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272185,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272186,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272186,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272187,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272187,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272188,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272188,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272189,1,1,1982
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272189,1,1,1982
anchored75-fixed-daily,Persistent weighted e-BH,272190,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272190,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272191,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272191,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272192,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272192,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272193,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272193,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272194,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272194,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272195,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272195,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272196,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272196,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272197,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272197,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272198,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272198,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272199,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272199,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272200,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272200,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272201,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272201,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272202,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272202,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272203,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272203,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272204,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272204,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272205,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272205,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272206,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272206,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272207,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272207,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272208,0,0,-1
anchored75-fixed-daily,Proposal e-alpha-spending (FWER),272208,0,0,-1
anchored75-fixed-daily,Persistent weighted e-BH,272209,0,0,-1
