design,seed,rank_bin,true_proposals,true_promotions
telescoping-fixed,52001202,1-5,5,5
telescoping-fixed,52001202,6-10,5,5
telescoping-fixed,52001202,11-20,6,6
telescoping-fixed,52001202,21-35,0,0
telescoping-fixed,52001202,36-50,0,0
campaign75-fixed-daily,52001202,1-5,5,5
campaign75-fixed-daily,52001202,6-10,5,5
campaign75-fixed-daily,52001202,11-20,6,6
campaign75-fixed-daily,52001202,21-35,0,0
campaign75-fixed-daily,52001202,36-50,0,0
campaign75-geometric-daily,52001202,1-5,5,5
campaign75-geometric-daily,52001202,6-10,5,5
campaign75-geometric-daily,52001202,11-20,6,6
campaign75-geometric-daily,52001202,21-35,0,0
campaign75-geometric-daily,52001202,36-50,0,0
telescoping-fixed,52001203,1-5,5,5
telescoping-fixed,52001203,6-10,5,5
telescoping-fixed,52001203,11-20,6,6
telescoping-fixed,52001203,21-35,0,0
telescoping-fixed,52001203,36-50,0,0
campaign75-fixed-daily,52001203,1-5,5,5
campaign75-fixed-daily,52001203,6-10,5,5
campaign75-fixed-daily,52001203,11-20,6,6
campaign75-fixed-daily,52001203,21-35,0,0
campaign75-fixed-daily,52001203,36-50,0,0
campaign75-geometric-daily,52001203,1-5,5,5
campaign75-geometric-daily,52001203,6-10,5,5
campaign75-geometric-daily,52001203,11-20,6,6
campaign75-geometric-daily,52001203,21-35,0,0
campaign75-geometric-daily,52001203,36-50,0,0
telescoping-fixed,52001204,1-5,5,5
telescoping-fixed,52001204,6-10,4,4
telescoping-fixed,52001204,11-20,5,3
telescoping-fixed,52001204,21-35,2,1
telescoping-fixed,52001204,36-50,0,0
campaign75-fixed-daily,52001204,1-5,5,5
campaign75-fixed-daily,52001204,6-10,4,4
campaign75-fixed-daily,52001204,11-20,5,4
campaign75-fixed-daily,52001204,21-35,2,1
campaign75-fixed-daily,52001204,36-50,0,0
campaign75-geometric-daily,52001204,1-5,5,5
campaign75-geometric-daily,52001204,6-10,4,4
campaign75-geometric-daily,52001204,11-20,5,4
campaign75-geometric-daily,52001204,21-35,2,2
campaign75-geometric-daily,52001204,36-50,0,0
telescoping-fixed,52001205,1-5,5,4
telescoping-fixed,52001205,6-10,5,2
telescoping-fixed,52001205,11-20,5,0
telescoping-fixed,52001205,21-35,1,0
telescoping-fixed,52001205,36-50,0,0
campaign75-fixed-daily,52001205,1-5,5,4
campaign75-fixed-daily,52001205,6-10,5,2
campaign75-fixed-daily,52001205,11-20,5,0
campaign75-fixed-daily,52001205,21-35,1,0
campaign75-fixed-daily,52001205,36-50,0,0
campaign75-geometric-daily,52001205,1-5,5,4
campaign75-geometric-daily,52001205,6-10,5,2
campaign75-geometric-daily,52001205,11-20,5,2
campaign75-geometric-daily,52001205,21-35,1,1
campaign75-geometric-daily,52001205,36-50,0,0
telescoping-fixed,52001206,1-5,5,1
telescoping-fixed,52001206,6-10,5,0
telescoping-fixed,52001206,11-20,4,1
telescoping-fixed,52001206,21-35,2,0
telescoping-fixed,52001206,36-50,0,0
campaign75-fixed-daily,52001206,1-5,5,1
campaign75-fixed-daily,52001206,6-10,5,0
campaign75-fixed-daily,52001206,11-20,4,1
campaign75-fixed-daily,52001206,21-35,2,0
campaign75-fixed-daily,52001206,36-50,0,0
campaign75-geometric-daily,52001206,1-5,5,1
campaign75-geometric-daily,52001206,6-10,5,0
campaign75-geometric-daily,52001206,11-20,4,1
campaign75-geometric-daily,52001206,21-35,2,0
campaign75-geometric-daily,52001206,36-50,0,0
telescoping-fixed,52001207,1-5,5,3
telescoping-fixed,52001207,6-10,5,0
telescoping-fixed,52001207,11-20,3,0
telescoping-fixed,52001207,21-35,3,0
telescoping-fixed,52001207,36-50,0,0
campaign75-fixed-daily,52001207,1-5,5,3
campaign75-fixed-daily,52001207,6-10,5,0
campaign75-fixed-daily,52001207,11-20,3,0
campaign75-fixed-daily,52001207,21-35,3,0
campaign75-fixed-daily,52001207,36-50,0,0
campaign75-geometric-daily,52001207,1-5,5,3
campaign75-geometric-daily,52001207,6-10,5,0
campaign75-geometric-daily,52001207,11-20,3,0
campaign75-geometric-daily,52001207,21-35,3,0
campaign75-geometric-daily,52001207,36-50,0,0
telescoping-fixed,52001208,1-5,5,3
telescoping-fixed,52001208,6-10,4,3
telescoping-fixed,52001208,11-20,5,0
telescoping-fixed,52001208,21-35,2,0
telescoping-fixed,52001208,36-50,0,0
campaign75-fixed-daily,52001208,1-5,5,3
campaign75-fixed-daily,52001208,6-10,4,3
campaign75-fixed-daily,52001208,11-20,5,2
campaign75-fixed-daily,52001208,21-35,2,0
campaign75-fixed-daily,52001208,36-50,0,0
campaign75-geometric-daily,52001208,1-5,5,3
campaign75-geometric-daily,52001208,6-10,4,3
campaign75-geometric-daily,52001208,11-20,5,1
campaign75-geometric-daily,52001208,21-35,2,1
campaign75-geometric-daily,52001208,36-50,0,0
telescoping-fixed,52001209,1-5,5,5
telescoping-fixed,52001209,6-10,5,1
telescoping-fixed,52001209,11-20,5,2
telescoping-fixed,52001209,21-35,1,0
telescoping-fixed,52001209,36-50,0,0
campaign75-fixed-daily,52001209,1-5,5,5
campaign75-fixed-daily,52001209,6-10,5,3
campaign75-fixed-daily,52001209,11-20,5,4
campaign75-fixed-daily,52001209,21-35,1,0
campaign75-fixed-daily,52001209,36-50,0,0
campaign75-geometric-daily,52001209,1-5,5,5
campaign75-geometric-daily,52001209,6-10,5,2
campaign75-geometric-daily,52001209,11-20,5,3
campaign75-geometric-daily,52001209,21-35,1,0
campaign75-geometric-daily,52001209,36-50,0,0
telescoping-fixed,52001210,1-5,5,5
telescoping-fixed,52001210,6-10,5,4
telescoping-fixed,52001210,11-20,5,5
telescoping-fixed,52001210,21-35,1,0
telescoping-fixed,52001210,36-50,0,0
campaign75-fixed-daily,52001210,1-5,5,5
campaign75-fixed-daily,52001210,6-10,5,4
campaign75-fixed-daily,52001210,11-20,5,5
campaign75-fixed-daily,52001210,21-35,1,1
campaign75-fixed-daily,52001210,36-50,0,0
campaign75-geometric-daily,52001210,1-5,5,5
campaign75-geometric-daily,52001210,6-10,5,4
campaign75-geometric-daily,52001210,11-20,5,5
campaign75-geometric-daily,52001210,21-35,1,1
campaign75-geometric-daily,52001210,36-50,0,0
telescoping-fixed,52001211,1-5,5,5
telescoping-fixed,52001211,6-10,4,4
telescoping-fixed,52001211,11-20,7,6
telescoping-fixed,52001211,21-35,0,0
telescoping-fixed,52001211,36-50,0,0
campaign75-fixed-daily,52001211,1-5,5,5
campaign75-fixed-daily,52001211,6-10,4,4
campaign75-fixed-daily,52001211,11-20,7,7
campaign75-fixed-daily,52001211,21-35,0,0
campaign75-fixed-daily,52001211,36-50,0,0
campaign75-geometric-daily,52001211,1-5,5,5
campaign75-geometric-daily,52001211,6-10,4,4
campaign75-geometric-daily,52001211,11-20,7,7
campaign75-geometric-daily,52001211,21-35,0,0
campaign75-geometric-daily,52001211,36-50,0,0
telescoping-fixed,52001212,1-5,5,5
telescoping-fixed,52001212,6-10,5,5
telescoping-fixed,52001212,11-20,6,3
telescoping-fixed,52001212,21-35,0,0
telescoping-fixed,52001212,36-50,0,0
campaign75-fixed-daily,52001212,1-5,5,5
campaign75-fixed-daily,52001212,6-10,5,5
campaign75-fixed-daily,52001212,11-20,6,5
campaign75-fixed-daily,52001212,21-35,0,0
campaign75-fixed-daily,52001212,36-50,0,0
campaign75-geometric-daily,52001212,1-5,5,5
campaign75-geometric-daily,52001212,6-10,5,5
campaign75-geometric-daily,52001212,11-20,6,5
campaign75-geometric-daily,52001212,21-35,0,0
campaign75-geometric-daily,52001212,36-50,0,0
telescoping-fixed,52001213,1-5,5,5
telescoping-fixed,52001213,6-10,4,4
telescoping-fixed,52001213,11-20,7,4
telescoping-fixed,52001213,21-35,0,0
telescoping-fixed,52001213,36-50,0,0
campaign75-fixed-daily,52001213,1-5,5,5
campaign75-fixed-daily,52001213,6-10,4,4
campaign75-fixed-daily,52001213,11-20,7,5
campaign75-fixed-daily,52001213,21-35,0,0
campaign75-fixed-daily,52001213,36-50,0,0
campaign75-geometric-daily,52001213,1-5,5,5
campaign75-geometric-daily,52001213,6-10,4,4
campaign75-geometric-daily,52001213,11-20,7,5
campaign75-geometric-daily,52001213,21-35,0,0
campaign75-geometric-daily,52001213,36-50,0,0
telescoping-fixed,52001214,1-5,5,5
telescoping-fixed,52001214,6-10,5,5
telescoping-fixed,52001214,11-20,6,2
telescoping-fixed,52001214,21-35,0,0
telescoping-fixed,52001214,36-50,0,0
campaign75-fixed-daily,52001214,1-5,5,5
campaign75-fixed-daily,52001214,6-10,5,5
campaign75-fixed-daily,52001214,11-20,6,3
campaign75-fixed-daily,52001214,21-35,0,0
campaign75-fixed-daily,52001214,36-50,0,0
campaign75-geometric-daily,52001214,1-5,5,5
campaign75-geometric-daily,52001214,6-10,5,5
campaign75-geometric-daily,52001214,11-20,6,6
campaign75-geometric-daily,52001214,21-35,0,0
campaign75-geometric-daily,52001214,36-50,0,0
telescoping-fixed,52001215,1-5,5,4
telescoping-fixed,52001215,6-10,5,1
telescoping-fixed,52001215,11-20,6,0
telescoping-fixed,52001215,21-35,0,0
telescoping-fixed,52001215,36-50,0,0
campaign75-fixed-daily,52001215,1-5,5,2
campaign75-fixed-daily,52001215,6-10,5,1
campaign75-fixed-daily,52001215,11-20,6,0
campaign75-fixed-daily,52001215,21-35,0,0
campaign75-fixed-daily,52001215,36-50,0,0
campaign75-geometric-daily,52001215,1-5,5,2
campaign75-geometric-daily,52001215,6-10,5,1
campaign75-geometric-daily,52001215,11-20,6,0
campaign75-geometric-daily,52001215,21-35,0,0
campaign75-geometric-daily,52001215,36-50,0,0
telescoping-fixed,52001216,1-5,5,4
telescoping-fixed,52001216,6-10,5,4
telescoping-fixed,52001216,11-20,5,1
telescoping-fixed,52001216,21-35,1,0
telescoping-fixed,52001216,36-50,0,0
campaign75-fixed-daily,52001216,1-5,5,5
campaign75-fixed-daily,52001216,6-10,5,5
campaign75-fixed-daily,52001216,11-20,5,4
campaign75-fixed-daily,52001216,21-35,1,1
campaign75-fixed-daily,52001216,36-50,0,0
campaign75-geometric-daily,52001216,1-5,5,5
campaign75-geometric-daily,52001216,6-10,5,5
campaign75-geometric-daily,52001216,11-20,5,4
campaign75-geometric-daily,52001216,21-35,1,1
campaign75-geometric-daily,52001216,36-50,0,0
telescoping-fixed,52001217,1-5,5,4
telescoping-fixed,52001217,6-10,5,2
telescoping-fixed,52001217,11-20,5,2
telescoping-fixed,52001217,21-35,1,0
telescoping-fixed,52001217,36-50,0,0
campaign75-fixed-daily,52001217,1-5,5,4
campaign75-fixed-daily,52001217,6-10,5,4
campaign75-fixed-daily,52001217,11-20,5,4
campaign75-fixed-daily,52001217,21-35,1,1
campaign75-fixed-daily,52001217,36-50,0,0
campaign75-geometric-daily,52001217,1-5,5,4
campaign75-geometric-daily,52001217,6-10,5,4
campaign75-geometric-daily,52001217,11-20,5,4
campaign75-geometric-daily,52001217,21-35,1,1
campaign75-geometric-daily,52001217,36-50,0,0
telescoping-fixed,52001218,1-5,5,4
telescoping-fixed,52001218,6-10,5,2
telescoping-fixed,52001218,11-20,6,1
telescoping-fixed,52001218,21-35,0,0
telescoping-fixed,52001218,36-50,0,0
campaign75-fixed-daily,52001218,1-5,5,4
campaign75-fixed-daily,52001218,6-10,5,2
campaign75-fixed-daily,52001218,11-20,6,1
campaign75-fixed-daily,52001218,21-35,0,0
campaign75-fixed-daily,52001218,36-50,0,0
campaign75-geometric-daily,52001218,1-5,5,4
campaign75-geometric-daily,52001218,6-10,5,2
campaign75-geometric-daily,52001218,11-20,6,1
campaign75-geometric-daily,52001218,21-35,0,0
campaign75-geometric-daily,52001218,36-50,0,0
telescoping-fixed,52001219,1-5,5,5
telescoping-fixed,52001219,6-10,5,5
telescoping-fixed,52001219,11-20,6,6
telescoping-fixed,52001219,21-35,0,0
telescoping-fixed,52001219,36-50,0,0
campaign75-fixed-daily,52001219,1-5,5,5
campaign75-fixed-daily,52001219,6-10,5,5
campaign75-fixed-daily,52001219,11-20,6,6
campaign75-fixed-daily,52001219,21-35,0,0
campaign75-fixed-daily,52001219,36-50,0,0
campaign75-geometric-daily,52001219,1-5,5,5
campaign75-geometric-daily,52001219,6-10,5,5
campaign75-geometric-daily,52001219,11-20,6,6
campaign75-geometric-daily,52001219,21-35,0,0
campaign75-geometric-daily,52001219,36-50,0,0
telescoping-fixed,52001220,1-5,5,5
telescoping-fixed,52001220,6-10,5,5
telescoping-fixed,52001220,11-20,6,2
telescoping-fixed,52001220,21-35,0,0
telescoping-fixed,52001220,36-50,0,0
campaign75-fixed-daily,52001220,1-5,5,5
campaign75-fixed-daily,52001220,6-10,5,5
campaign75-fixed-daily,52001220,11-20,6,3
campaign75-fixed-daily,52001220,21-35,0,0
campaign75-fixed-daily,52001220,36-50,0,0
campaign75-geometric-daily,52001220,1-5,5,5
campaign75-geometric-daily,52001220,6-10,5,5
campaign75-geometric-daily,52001220,11-20,6,2
campaign75-geometric-daily,52001220,21-35,0,0
campaign75-geometric-daily,52001220,36-50,0,0
telescoping-fixed,52001221,1-5,5,4
telescoping-fixed,52001221,6-10,5,0
telescoping-fixed,52001221,11-20,4,0
telescoping-fixed,52001221,21-35,1,0
telescoping-fixed,52001221,36-50,1,0
campaign75-fixed-daily,52001221,1-5,5,3
campaign75-fixed-daily,52001221,6-10,5,0
campaign75-fixed-daily,52001221,11-20,4,0
campaign75-fixed-daily,52001221,21-35,1,0
campaign75-fixed-daily,52001221,36-50,1,0
campaign75-geometric-daily,52001221,1-5,5,3
campaign75-geometric-daily,52001221,6-10,5,2
campaign75-geometric-daily,52001221,11-20,4,0
campaign75-geometric-daily,52001221,21-35,1,0
campaign75-geometric-daily,52001221,36-50,1,0
telescoping-fixed,52001222,1-5,5,4
telescoping-fixed,52001222,6-10,4,1
telescoping-fixed,52001222,11-20,7,0
telescoping-fixed,52001222,21-35,0,0
telescoping-fixed,52001222,36-50,0,0
campaign75-fixed-daily,52001222,1-5,5,4
campaign75-fixed-daily,52001222,6-10,4,1
campaign75-fixed-daily,52001222,11-20,7,0
campaign75-fixed-daily,52001222,21-35,0,0
campaign75-fixed-daily,52001222,36-50,0,0
campaign75-geometric-daily,52001222,1-5,5,4
campaign75-geometric-daily,52001222,6-10,4,4
campaign75-geometric-daily,52001222,11-20,7,2
campaign75-geometric-daily,52001222,21-35,0,0
campaign75-geometric-daily,52001222,36-50,0,0
telescoping-fixed,52001223,1-5,5,5
telescoping-fixed,52001223,6-10,4,3
telescoping-fixed,52001223,11-20,7,1
telescoping-fixed,52001223,21-35,0,0
telescoping-fixed,52001223,36-50,0,0
campaign75-fixed-daily,52001223,1-5,5,3
campaign75-fixed-daily,52001223,6-10,4,3
campaign75-fixed-daily,52001223,11-20,7,1
campaign75-fixed-daily,52001223,21-35,0,0
campaign75-fixed-daily,52001223,36-50,0,0
campaign75-geometric-daily,52001223,1-5,5,4
campaign75-geometric-daily,52001223,6-10,4,3
campaign75-geometric-daily,52001223,11-20,7,1
campaign75-geometric-daily,52001223,21-35,0,0
campaign75-geometric-daily,52001223,36-50,0,0
telescoping-fixed,52001224,1-5,5,0
telescoping-fixed,52001224,6-10,4,0
telescoping-fixed,52001224,11-20,5,0
telescoping-fixed,52001224,21-35,2,0
telescoping-fixed,52001224,36-50,0,0
campaign75-fixed-daily,52001224,1-5,5,0
campaign75-fixed-daily,52001224,6-10,4,0
campaign75-fixed-daily,52001224,11-20,5,0
campaign75-fixed-daily,52001224,21-35,2,0
campaign75-fixed-daily,52001224,36-50,0,0
campaign75-geometric-daily,52001224,1-5,5,0
campaign75-geometric-daily,52001224,6-10,4,0
campaign75-geometric-daily,52001224,11-20,5,0
campaign75-geometric-daily,52001224,21-35,2,0
campaign75-geometric-daily,52001224,36-50,0,0
telescoping-fixed,52001225,1-5,5,4
telescoping-fixed,52001225,6-10,5,4
telescoping-fixed,52001225,11-20,6,2
telescoping-fixed,52001225,21-35,0,0
telescoping-fixed,52001225,36-50,0,0
campaign75-fixed-daily,52001225,1-5,5,4
campaign75-fixed-daily,52001225,6-10,5,5
campaign75-fixed-daily,52001225,11-20,6,5
campaign75-fixed-daily,52001225,21-35,0,0
campaign75-fixed-daily,52001225,36-50,0,0
campaign75-geometric-daily,52001225,1-5,5,4
campaign75-geometric-daily,52001225,6-10,5,5
campaign75-geometric-daily,52001225,11-20,6,6
campaign75-geometric-daily,52001225,21-35,0,0
campaign75-geometric-daily,52001225,36-50,0,0
telescoping-fixed,52001226,1-5,5,4
telescoping-fixed,52001226,6-10,5,2
telescoping-fixed,52001226,11-20,6,1
telescoping-fixed,52001226,21-35,0,0
telescoping-fixed,52001226,36-50,0,0
campaign75-fixed-daily,52001226,1-5,5,3
campaign75-fixed-daily,52001226,6-10,5,2
campaign75-fixed-daily,52001226,11-20,6,1
campaign75-fixed-daily,52001226,21-35,0,0
campaign75-fixed-daily,52001226,36-50,0,0
campaign75-geometric-daily,52001226,1-5,5,3
campaign75-geometric-daily,52001226,6-10,5,2
campaign75-geometric-daily,52001226,11-20,6,2
campaign75-geometric-daily,52001226,21-35,0,0
campaign75-geometric-daily,52001226,36-50,0,0
telescoping-fixed,52001227,1-5,5,5
telescoping-fixed,52001227,6-10,5,5
telescoping-fixed,52001227,11-20,5,4
telescoping-fixed,52001227,21-35,1,1
telescoping-fixed,52001227,36-50,0,0
campaign75-fixed-daily,52001227,1-5,5,5
campaign75-fixed-daily,52001227,6-10,5,5
campaign75-fixed-daily,52001227,11-20,5,5
campaign75-fixed-daily,52001227,21-35,1,1
campaign75-fixed-daily,52001227,36-50,0,0
campaign75-geometric-daily,52001227,1-5,5,5
campaign75-geometric-daily,52001227,6-10,5,5
campaign75-geometric-daily,52001227,11-20,5,5
campaign75-geometric-daily,52001227,21-35,1,1
campaign75-geometric-daily,52001227,36-50,0,0
telescoping-fixed,52001228,1-5,5,1
telescoping-fixed,52001228,6-10,5,1
telescoping-fixed,52001228,11-20,6,1
telescoping-fixed,52001228,21-35,0,0
telescoping-fixed,52001228,36-50,0,0
campaign75-fixed-daily,52001228,1-5,5,1
campaign75-fixed-daily,52001228,6-10,5,2
campaign75-fixed-daily,52001228,11-20,6,2
campaign75-fixed-daily,52001228,21-35,0,0
campaign75-fixed-daily,52001228,36-50,0,0
campaign75-geometric-daily,52001228,1-5,5,1
campaign75-geometric-daily,52001228,6-10,5,2
campaign75-geometric-daily,52001228,11-20,6,4
campaign75-geometric-daily,52001228,21-35,0,0
campaign75-geometric-daily,52001228,36-50,0,0
telescoping-fixed,52001229,1-5,5,2
telescoping-fixed,52001229,6-10,5,0
telescoping-fixed,52001229,11-20,5,0
telescoping-fixed,52001229,21-35,1,0
telescoping-fixed,52001229,36-50,0,0
campaign75-fixed-daily,52001229,1-5,5,2
campaign75-fixed-daily,52001229,6-10,5,0
campaign75-fixed-daily,52001229,11-20,5,0
campaign75-fixed-daily,52001229,21-35,1,0
campaign75-fixed-daily,52001229,36-50,0,0
campaign75-geometric-daily,52001229,1-5,5,2
campaign75-geometric-daily,52001229,6-10,5,0
campaign75-geometric-daily,52001229,11-20,5,0
campaign75-geometric-daily,52001229,21-35,1,0
campaign75-geometric-daily,52001229,36-50,0,0
telescoping-fixed,52001230,1-5,5,5
telescoping-fixed,52001230,6-10,5,2
telescoping-fixed,52001230,11-20,5,2
telescoping-fixed,52001230,21-35,1,0
telescoping-fixed,52001230,36-50,0,0
campaign75-fixed-daily,52001230,1-5,5,5
campaign75-fixed-daily,52001230,6-10,5,3
campaign75-fixed-daily,52001230,11-20,5,4
campaign75-fixed-daily,52001230,21-35,1,0
campaign75-fixed-daily,52001230,36-50,0,0
campaign75-geometric-daily,52001230,1-5,5,5
campaign75-geometric-daily,52001230,6-10,5,2
campaign75-geometric-daily,52001230,11-20,5,4
campaign75-geometric-daily,52001230,21-35,1,1
campaign75-geometric-daily,52001230,36-50,0,0
telescoping-fixed,52001231,1-5,5,2
telescoping-fixed,52001231,6-10,5,1
telescoping-fixed,52001231,11-20,5,0
telescoping-fixed,52001231,21-35,1,0
telescoping-fixed,52001231,36-50,0,0
campaign75-fixed-daily,52001231,1-5,5,2
campaign75-fixed-daily,52001231,6-10,5,1
campaign75-fixed-daily,52001231,11-20,5,0
campaign75-fixed-daily,52001231,21-35,1,0
campaign75-fixed-daily,52001231,36-50,0,0
campaign75-geometric-daily,52001231,1-5,5,2
campaign75-geometric-daily,52001231,6-10,5,1
campaign75-geometric-daily,52001231,11-20,5,2
campaign75-geometric-daily,52001231,21-35,1,0
campaign75-geometric-daily,52001231,36-50,0,0
telescoping-fixed,52001232,1-5,5,5
telescoping-fixed,52001232,6-10,5,5
telescoping-fixed,52001232,11-20,6,5
telescoping-fixed,52001232,21-35,0,0
telescoping-fixed,52001232,36-50,0,0
campaign75-fixed-daily,52001232,1-5,5,5
campaign75-fixed-daily,52001232,6-10,5,5
campaign75-fixed-daily,52001232,11-20,6,6
campaign75-fixed-daily,52001232,21-35,0,0
campaign75-fixed-daily,52001232,36-50,0,0
campaign75-geometric-daily,52001232,1-5,5,5
campaign75-geometric-daily,52001232,6-10,5,5
campaign75-geometric-daily,52001232,11-20,6,6
campaign75-geometric-daily,52001232,21-35,0,0
campaign75-geometric-daily,52001232,36-50,0,0
telescoping-fixed,52001233,1-5,5,5
telescoping-fixed,52001233,6-10,5,4
telescoping-fixed,52001233,11-20,4,1
telescoping-fixed,52001233,21-35,2,0
telescoping-fixed,52001233,36-50,0,0
campaign75-fixed-daily,52001233,1-5,5,5
campaign75-fixed-daily,52001233,6-10,5,4
campaign75-fixed-daily,52001233,11-20,4,2
campaign75-fixed-daily,52001233,21-35,2,1
campaign75-fixed-daily,52001233,36-50,0,0
campaign75-geometric-daily,52001233,1-5,5,5
campaign75-geometric-daily,52001233,6-10,5,5
campaign75-geometric-daily,52001233,11-20,4,4
campaign75-geometric-daily,52001233,21-35,2,2
campaign75-geometric-daily,52001233,36-50,0,0
telescoping-fixed,52001234,1-5,5,5
telescoping-fixed,52001234,6-10,5,5
telescoping-fixed,52001234,11-20,5,2
telescoping-fixed,52001234,21-35,1,0
telescoping-fixed,52001234,36-50,0,0
campaign75-fixed-daily,52001234,1-5,5,5
campaign75-fixed-daily,52001234,6-10,5,5
campaign75-fixed-daily,52001234,11-20,5,4
campaign75-fixed-daily,52001234,21-35,1,0
campaign75-fixed-daily,52001234,36-50,0,0
campaign75-geometric-daily,52001234,1-5,5,5
campaign75-geometric-daily,52001234,6-10,5,5
campaign75-geometric-daily,52001234,11-20,5,4
campaign75-geometric-daily,52001234,21-35,1,0
campaign75-geometric-daily,52001234,36-50,0,0
telescoping-fixed,52001235,1-5,5,5
telescoping-fixed,52001235,6-10,5,4
telescoping-fixed,52001235,11-20,5,2
telescoping-fixed,52001235,21-35,1,0
telescoping-fixed,52001235,36-50,0,0
campaign75-fixed-daily,52001235,1-5,5,5
campaign75-fixed-daily,52001235,6-10,5,4
campaign75-fixed-daily,52001235,11-20,5,4
campaign75-fixed-daily,52001235,21-35,1,0
campaign75-fixed-daily,52001235,36-50,0,0
campaign75-geometric-daily,52001235,1-5,5,5
campaign75-geometric-daily,52001235,6-10,5,4
campaign75-geometric-daily,52001235,11-20,5,4
campaign75-geometric-daily,52001235,21-35,1,0
campaign75-geometric-daily,52001235,36-50,0,0
telescoping-fixed,52001236,1-5,5,2
telescoping-fixed,52001236,6-10,5,0
telescoping-fixed,52001236,11-20,6,1
telescoping-fixed,52001236,21-35,0,0
telescoping-fixed,52001236,36-50,0,0
campaign75-fixed-daily,52001236,1-5,5,2
campaign75-fixed-daily,52001236,6-10,5,0
campaign75-fixed-daily,52001236,11-20,6,1
campaign75-fixed-daily,52001236,21-35,0,0
campaign75-fixed-daily,52001236,36-50,0,0
campaign75-geometric-daily,52001236,1-5,5,2
campaign75-geometric-daily,52001236,6-10,5,0
campaign75-geometric-daily,52001236,11-20,6,1
campaign75-geometric-daily,52001236,21-35,0,0
campaign75-geometric-daily,52001236,36-50,0,0
telescoping-fixed,52001237,1-5,5,4
telescoping-fixed,52001237,6-10,5,4
telescoping-fixed,52001237,11-20,6,3
telescoping-fixed,52001237,21-35,0,0
telescoping-fixed,52001237,36-50,0,0
campaign75-fixed-daily,52001237,1-5,5,4
campaign75-fixed-daily,52001237,6-10,5,4
campaign75-fixed-daily,52001237,11-20,6,4
campaign75-fixed-daily,52001237,21-35,0,0
campaign75-fixed-daily,52001237,36-50,0,0
campaign75-geometric-daily,52001237,1-5,5,4
campaign75-geometric-daily,52001237,6-10,5,4
campaign75-geometric-daily,52001237,11-20,6,5
campaign75-geometric-daily,52001237,21-35,0,0
campaign75-geometric-daily,52001237,36-50,0,0
telescoping-fixed,52001238,1-5,5,5
telescoping-fixed,52001238,6-10,5,5
telescoping-fixed,52001238,11-20,6,4
telescoping-fixed,52001238,21-35,0,0
telescoping-fixed,52001238,36-50,0,0
campaign75-fixed-daily,52001238,1-5,5,5
campaign75-fixed-daily,52001238,6-10,5,5
campaign75-fixed-daily,52001238,11-20,6,6
campaign75-fixed-daily,52001238,21-35,0,0
campaign75-fixed-daily,52001238,36-50,0,0
campaign75-geometric-daily,52001238,1-5,5,5
campaign75-geometric-daily,52001238,6-10,5,5
campaign75-geometric-daily,52001238,11-20,6,6
campaign75-geometric-daily,52001238,21-35,0,0
campaign75-geometric-daily,52001238,36-50,0,0
telescoping-fixed,52001239,1-5,5,5
telescoping-fixed,52001239,6-10,5,4
telescoping-fixed,52001239,11-20,6,4
telescoping-fixed,52001239,21-35,0,0
telescoping-fixed,52001239,36-50,0,0
campaign75-fixed-daily,52001239,1-5,5,5
campaign75-fixed-daily,52001239,6-10,5,4
campaign75-fixed-daily,52001239,11-20,6,4
campaign75-fixed-daily,52001239,21-35,0,0
campaign75-fixed-daily,52001239,36-50,0,0
campaign75-geometric-daily,52001239,1-5,5,5
campaign75-geometric-daily,52001239,6-10,5,4
campaign75-geometric-daily,52001239,11-20,6,4
campaign75-geometric-daily,52001239,21-35,0,0
campaign75-geometric-daily,52001239,36-50,0,0
telescoping-fixed,52001240,1-5,5,4
telescoping-fixed,52001240,6-10,5,1
telescoping-fixed,52001240,11-20,5,0
telescoping-fixed,52001240,21-35,1,0
telescoping-fixed,52001240,36-50,0,0
campaign75-fixed-daily,52001240,1-5,5,4
campaign75-fixed-daily,52001240,6-10,5,0
campaign75-fixed-daily,52001240,11-20,5,0
campaign75-fixed-daily,52001240,21-35,1,0
campaign75-fixed-daily,52001240,36-50,0,0
campaign75-geometric-daily,52001240,1-5,5,4
campaign75-geometric-daily,52001240,6-10,5,0
campaign75-geometric-daily,52001240,11-20,5,0
campaign75-geometric-daily,52001240,21-35,1,0
campaign75-geometric-daily,52001240,36-50,0,0
telescoping-fixed,52001241,1-5,5,5
telescoping-fixed,52001241,6-10,5,4
telescoping-fixed,52001241,11-20,5,1
telescoping-fixed,52001241,21-35,1,1
telescoping-fixed,52001241,36-50,0,0
campaign75-fixed-daily,52001241,1-5,5,5
campaign75-fixed-daily,52001241,6-10,5,4
campaign75-fixed-daily,52001241,11-20,5,3
campaign75-fixed-daily,52001241,21-35,1,1
campaign75-fixed-daily,52001241,36-50,0,0
campaign75-geometric-daily,52001241,1-5,5,5
campaign75-geometric-daily,52001241,6-10,5,4
campaign75-geometric-daily,52001241,11-20,5,3
campaign75-geometric-daily,52001241,21-35,1,1
campaign75-geometric-daily,52001241,36-50,0,0
telescoping-fixed,52001242,1-5,5,5
telescoping-fixed,52001242,6-10,5,5
telescoping-fixed,52001242,11-20,4,4
telescoping-fixed,52001242,21-35,2,0
telescoping-fixed,52001242,36-50,0,0
campaign75-fixed-daily,52001242,1-5,5,5
campaign75-fixed-daily,52001242,6-10,5,5
campaign75-fixed-daily,52001242,11-20,4,4
