annual_sharpe,correlation,seed,seed_source,proposal_recall,method,fdp,conditional_power,end_to_end_power,discoveries,delay_days
1.5,0,314795,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1166.85714286
1.5,0,314796,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,623.222222222
1.5,0,314796,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1142.33333333
1.5,0,314797,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,644.75
1.5,0,314797,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1186.14285714
1.5,0,314798,archived_314159_anchor,1,SAFE-ALPHA,0,0.3125,0.3125,5,609
1.5,0,314798,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.25,0.25,4,1169
1.5,0,314799,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,637
1.5,0,314799,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1155.875
1.5,0,314800,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,677.5
1.5,0,314800,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1172
1.5,0,314801,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,771
1.5,0,314801,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1188.28571429
1.5,0,314802,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,580.285714286
1.5,0,314802,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1201.5
1.5,0,314803,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.4,0.375,6,746
1.5,0,314803,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.2,0.1875,3,1154
1.5,0,314804,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.4,0.375,6,644.333333333
1.5,0,314804,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.4,0.375,6,1169
1.5,0,314805,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,592.5
1.5,0,314805,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1163.375
1.5,0,314806,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,555.5
1.5,0,314806,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1199
1.5,0,314807,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,801.5
1.5,0,314807,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1157.33333333
1.5,0,314808,archived_314159_anchor,1,SAFE-ALPHA,0,0.6875,0.6875,11,789.636363636
1.5,0,314808,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1142.33333333
1.5,0,314809,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,698.5
1.5,0,314809,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1127.33333333
1.5,0,314810,archived_314159_anchor,1,SAFE-ALPHA,0,0.3125,0.3125,5,585
1.5,0,314810,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1133
1.5,0,314811,archived_314159_anchor,1,SAFE-ALPHA,0,0.6875,0.6875,11,726.909090909
1.5,0,314811,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1164.5
1.5,0,314812,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,856
1.5,0,314812,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1157
1.5,0,314813,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.866666666667,0.8125,13,693.692307692
1.5,0,314813,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.733333333333,0.6875,11,1154
1.5,0,314814,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,564.125
1.5,0,314814,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1159.625
1.5,0,314815,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,744.125
1.5,0,314815,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1156.14285714
1.5,0,314816,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,694.333333333
1.5,0,314816,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.25,0.25,4,1180.25
1.5,0,314817,archived_314159_anchor,1,SAFE-ALPHA,0,0.1875,0.1875,3,397.666666667
1.5,0,314817,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.1875,0.1875,3,1139
1.5,0,314818,archived_314159_anchor,1,SAFE-ALPHA,0,0.8125,0.8125,13,639.076923077
1.5,0,314818,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.6875,0.6875,11,1113.09090909
1.5,0,314819,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,611
1.5,0,314819,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1171.5
1.5,0,314820,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,478.857142857
1.5,0,314820,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1188.28571429
1.5,0,314821,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,860.166666667
1.5,0,314821,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.1875,0.1875,3,1219
1.5,0,314822,archived_314159_anchor,1,SAFE-ALPHA,0,0.6875,0.6875,11,626.454545455
1.5,0,314822,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1165.66666667
1.5,0,314823,archived_314159_anchor,1,SAFE-ALPHA,0,0.875,0.875,14,658.142857143
1.5,0,314823,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.8125,0.8125,13,1144.76923077
1.5,0,314824,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,658.5
1.5,0,314824,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.1875,0.1875,3,1184
1.5,0,314825,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,609.333333333
1.5,0,314825,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1169
1.5,0,314826,archived_314159_anchor,1,SAFE-ALPHA,0,0.8125,0.8125,13,597.153846154
1.5,0,314826,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1167.5
1.5,0,314827,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,588.142857143
1.5,0,314827,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1187
1.5,0,314828,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,700.375
1.5,0,314828,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.25,0.25,4,1217.75
1.5,0,314829,archived_314159_anchor,1,SAFE-ALPHA,0,0.25,0.25,4,546
1.5,0,314829,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.1875,0.1875,3,1199
1.5,0,314830,archived_314159_anchor,1,SAFE-ALPHA,0,0.75,0.75,12,470.583333333
1.5,0,314830,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.75,0.75,12,1154
1.5,0,314831,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.6,0.5625,9,735.444444444
1.5,0,314831,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.533333333333,0.5,8,1161.5
1.5,0,314832,archived_314159_anchor,1,SAFE-ALPHA,0,0.6875,0.6875,11,547.818181818
1.5,0,314832,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1176.5
1.5,0,314833,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,732.25
1.5,0,314833,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1157.75
1.5,0,314834,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,546.714285714
1.5,0,314834,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1169
1.5,0,314835,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,663
1.5,0,314835,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1191.5
1.5,0,314836,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,750.444444444
1.5,0,314836,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1146.5
1.5,0,314837,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,836
1.5,0,314837,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1140.66666667
1.5,0,314838,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,637.5
1.5,0,314838,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1149
1.5,0,314839,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,714.5
1.5,0,314839,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1157.75
1.5,0,314840,archived_314159_anchor,1,SAFE-ALPHA,0,0.6875,0.6875,11,707.363636364
1.5,0,314840,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1157
1.5,0,314841,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,642.428571429
1.5,0,314841,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1177.57142857
1.5,0,314842,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,753.857142857
1.5,0,314842,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1179
1.5,0,314843,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.733333333333,0.6875,11,736.454545455
1.5,0,314843,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.466666666667,0.4375,7,1158.28571429
1.5,0,314844,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.8,0.75,12,648.5
1.5,0,314844,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.733333333333,0.6875,11,1159.45454545
1.5,0,314845,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,762
1.5,0,314845,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1178
1.5,0,314846,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,593.5
1.5,0,314846,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1189.625
1.5,0,314847,archived_314159_anchor,1,SAFE-ALPHA,0,0.75,0.75,12,586.416666667
1.5,0,314847,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1177.33333333
1.5,0,314848,archived_314159_anchor,1,SAFE-ALPHA,0.1,0.5625,0.5625,10,611
1.5,0,314848,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1190
1.5,0,314849,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,657.5
1.5,0,314849,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1178.375
1.5,0,314850,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,633.777777778
1.5,0,314850,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1182.33333333
1.5,0,314851,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,779.125
1.5,0,314851,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1214
1.5,0,314852,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,659.5
1.5,0,314852,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1184
1.5,0,314853,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,684.8
1.5,0,314853,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1184
1.5,0,314854,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.533333333333,0.5,8,699.75
1.5,0,314854,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.466666666667,0.4375,7,1154
1.5,0,314855,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,577
1.5,0,314855,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1176.5
1.5,0,314856,archived_314159_anchor,1,SAFE-ALPHA,0,0.6875,0.6875,11,717.363636364
1.5,0,314856,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1154
1.5,0,314857,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,818.777777778
1.5,0,314857,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1172.33333333
1.5,0,314858,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,565.375
1.5,0,314858,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1154
1.5,0,314859,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,654.571428571
1.5,0,314859,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1188.28571429
1.5,0,314860,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,696
1.5,0,314860,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1149.5
1.5,0,314861,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,770.444444444
1.5,0,314861,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1163
1.5,0,314862,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,754
1.5,0,314862,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1151.85714286
1.5,0,314863,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.4,0.375,6,556.833333333
1.5,0,314863,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.4,0.375,6,1194
1.5,0,314864,archived_314159_anchor,1,SAFE-ALPHA,0.0833333333333,0.6875,0.6875,12,699.181818182
1.5,0,314864,archived_314159_anchor,1,Matched terminal weighted e-BH,0.125,0.4375,0.4375,8,1132.57142857
1.5,0,314865,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,615.375
1.5,0,314865,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1191.5
1.5,0,314866,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,806
1.5,0,314866,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1184
1.5,0,314867,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,882.428571429
1.5,0,314867,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1129
1.5,0,314868,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,752.5
1.5,0,314868,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1193
1.5,0,314869,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,588
1.5,0,314869,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1184
1.5,0,314870,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,743.777777778
1.5,0,314870,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1178.375
1.5,0,314871,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,738.5
1.5,0,314871,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1116.5
1.5,0,314872,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,569.5
1.5,0,314872,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1185.5
1.5,0,314873,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,765.5
1.5,0,314873,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1157.75
1.5,0,314874,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,557.111111111
1.5,0,314874,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1180.25
1.5,0,314875,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,695.285714286
1.5,0,314875,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1206.5
1.5,0,314876,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,760.166666667
1.5,0,314876,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1149
1.5,0,314877,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,542.5
1.5,0,314877,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1162.33333333
1.5,0,314878,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.466666666667,0.4375,7,677.428571429
1.5,0,314878,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.466666666667,0.4375,7,1134.71428571
1.5,0,314879,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.6,0.5625,9,899.333333333
1.5,0,314879,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.466666666667,0.4375,7,1160.42857143
1.5,0,314880,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,749.571428571
1.5,0,314880,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1192.57142857
1.5,0,314881,archived_314159_anchor,1,SAFE-ALPHA,0.1,0.5625,0.5625,10,579.888888889
1.5,0,314881,archived_314159_anchor,1,Matched terminal weighted e-BH,0.111111111111,0.5,0.5,9,1165.25
1.5,0,314882,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.4,0.375,6,954.333333333
1.5,0,314882,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.333333333333,0.3125,5,1175
1.5,0,314883,archived_314159_anchor,1,SAFE-ALPHA,0,0.75,0.75,12,888.5
1.5,0,314883,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1143.28571429
1.5,0,314884,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,858.5
1.5,0,314884,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.0625,0.0625,1,1199
1.5,0,314885,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,433.142857143
1.5,0,314885,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1191.5
1.5,0,314886,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,782.5
1.5,0,314886,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1149
1.5,0,314887,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,478.5
1.5,0,314887,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1199
1.5,0,314888,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,667.875
1.5,0,314888,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1133
1.5,0,314889,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,679.125
1.5,0,314889,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1181.5
1.5,0,314890,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,829.571428571
1.5,0,314890,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.25,0.25,4,1195.25
1.5,0,314891,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,751
1.5,0,314891,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1135.25
1.5,0,314892,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,647
1.5,0,314892,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1178.375
1.5,0,314893,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,574.571428571
1.5,0,314893,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.25,0.25,4,1172.75
1.5,0,314894,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,831.714285714
1.5,0,314894,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1162.57142857
1.5,0,314895,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,656.833333333
1.5,0,314895,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.1875,0.1875,3,1209
1.5,0,314896,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,763.5
1.5,0,314896,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1206.5
1.5,0,314897,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.266666666667,0.25,4,774.75
1.5,0,314897,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.266666666667,0.25,4,1214
1.5,0,314898,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,889.333333333
1.5,0,314898,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1172
1.5,0,314899,archived_314159_anchor,1,SAFE-ALPHA,0,0.5625,0.5625,9,689.888888889
1.5,0,314899,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1164.71428571
1.5,0,314900,archived_314159_anchor,1,SAFE-ALPHA,0,0.4375,0.4375,7,663.857142857
1.5,0,314900,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1193
1.5,0,314901,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,689.75
1.5,0,314901,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1179.71428571
1.5,0,314902,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,364.333333333
1.5,0,314902,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.375,0.375,6,1214
1.5,0,314903,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,779.333333333
1.5,0,314903,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1208
1.5,0,314904,archived_314159_anchor,0.9375,SAFE-ALPHA,0,0.6,0.5625,9,851
1.5,0,314904,archived_314159_anchor,0.9375,Matched terminal weighted e-BH,0,0.6,0.5625,9,1172.33333333
1.5,0,314905,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,594.75
1.5,0,314905,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1129.625
1.5,0,314906,archived_314159_anchor,1,SAFE-ALPHA,0,0.5,0.5,8,649.125
1.5,0,314906,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1199
1.5,0,314907,archived_314159_anchor,1,SAFE-ALPHA,0,0.375,0.375,6,608.5
1.5,0,314907,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1181
1.5,0,314908,archived_314159_anchor,1,SAFE-ALPHA,0,0.625,0.625,10,713
1.5,0,314908,archived_314159_anchor,1,Matched terminal weighted e-BH,0,0.5,0.5,8,1176.5
1.75,0,20261230,inserted_20260730_block,1,SAFE-ALPHA,0,0.5625,0.5625,9,665.444444444
1.75,0,20261230,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1170.66666667
1.75,0,20261231,inserted_20260730_block,1,SAFE-ALPHA,0,0.625,0.625,10,718
1.75,0,20261231,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1152.33333333
1.75,0,20261232,inserted_20260730_block,1,SAFE-ALPHA,0,0.5,0.5,8,768.5
1.75,0,20261232,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1184
1.75,0,20261233,inserted_20260730_block,1,SAFE-ALPHA,0,0.875,0.875,14,623.857142857
1.75,0,20261233,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.75,0.75,12,1131.5
1.75,0,20261234,inserted_20260730_block,1,SAFE-ALPHA,0,0.9375,0.9375,15,676.333333333
1.75,0,20261234,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.875,0.875,14,1110.07142857
1.75,0,20261235,inserted_20260730_block,1,SAFE-ALPHA,0.0769230769231,0.75,0.75,13,687.916666667
1.75,0,20261235,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.75,0.75,12,1165.25
1.75,0,20261236,inserted_20260730_block,1,SAFE-ALPHA,0,0.75,0.75,12,532.666666667
1.75,0,20261236,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.75,0.75,12,1162.75
1.75,0,20261237,inserted_20260730_block,1,SAFE-ALPHA,0,0.9375,0.9375,15,686.666666667
1.75,0,20261237,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.875,0.875,14,1131.5
1.75,0,20261238,inserted_20260730_block,1,SAFE-ALPHA,0,0.6875,0.6875,11,651
1.75,0,20261238,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1157
1.75,0,20261239,inserted_20260730_block,1,SAFE-ALPHA,0,0.4375,0.4375,7,631.714285714
1.75,0,20261239,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.4375,0.4375,7,1175.42857143
1.75,0,20261240,inserted_20260730_block,1,SAFE-ALPHA,0,0.6875,0.6875,11,622.363636364
1.75,0,20261240,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1167.5
1.75,0,20261241,inserted_20260730_block,1,SAFE-ALPHA,0,0.75,0.75,12,648.083333333
1.75,0,20261241,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1137.5
1.75,0,20261242,inserted_20260730_block,1,SAFE-ALPHA,0,0.625,0.625,10,438
1.75,0,20261242,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1161.5
1.75,0,20261243,inserted_20260730_block,1,SAFE-ALPHA,0,0.875,0.875,14,557.785714286
1.75,0,20261243,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.75,0.75,12,1134
1.75,0,20261244,inserted_20260730_block,1,SAFE-ALPHA,0,0.625,0.625,10,483.5
1.75,0,20261244,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1155.5
1.75,0,20261245,inserted_20260730_block,1,SAFE-ALPHA,0,0.6875,0.6875,11,685.090909091
1.75,0,20261245,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1178
1.75,0,20261246,inserted_20260730_block,1,SAFE-ALPHA,0,1,1,16,602.875
1.75,0,20261246,inserted_20260730_block,1,Matched terminal weighted e-BH,0,1,1,16,1142.75
1.75,0,20261247,inserted_20260730_block,1,SAFE-ALPHA,0,0.625,0.625,10,569
1.75,0,20261247,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.5625,0.5625,9,1170.66666667
1.75,0,20261248,inserted_20260730_block,1,SAFE-ALPHA,0,0.6875,0.6875,11,456
1.75,0,20261248,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.625,0.625,10,1158.5
1.75,0,20261249,inserted_20260730_block,1,SAFE-ALPHA,0,0.75,0.75,12,600.166666667
1.75,0,20261249,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.75,0.75,12,1154
1.75,0,20261250,inserted_20260730_block,1,SAFE-ALPHA,0,0.6875,0.6875,11,676
1.75,0,20261250,inserted_20260730_block,1,Matched terminal weighted e-BH,0,0.3125,0.3125,5,1085
