design,annual_sharpe,correlation,repetitions,joint_power,alpha_spending_power,paired_difference,paired_ci_low,paired_ci_high,joint_wins,ties,joint_losses
anchored75-fixed-daily,1.5,0.5,250,0.588,0.36,0.228,0.20964863621933122,0.2463513637806688,218,32,0
