design,annual_sharpe,correlation,seed,fdp,end_to_end_power,conditional_power,proposal_recall,discoveries,delay,terminal_fdp,terminal_end_to_end_power
campaign50-fixed,2.0,0.5,41000226,0.0,1.0,1.0,1.0,16,522.25,0.0,0.875
campaign75-fixed,2.0,0.5,41000226,0.0,1.0,1.0,1.0,16,513.1875,0.0,0.875
campaign-hedged,2.0,0.5,41000226,0.0,1.0,1.0,1.0,16,593.1875,0.0,0.9375
anchored25-fixed,2.0,0.5,41000226,0.0,1.0,1.0,1.0,16,537.25,0.0,0.875
anchored50-fixed,2.0,0.5,41000226,0.0,1.0,1.0,1.0,16,541.9375,0.0,0.875
anchored75-fixed,2.0,0.5,41000226,0.0,1.0,1.0,1.0,16,546.625,0.0,0.875
telescoping-fixed,2.0,0.5,41000227,0.0,1.0,1.0,1.0,16,635.0625,0.0,1.0
telescoping-hedged,2.0,0.5,41000227,0.0,1.0,1.0,1.0,16,741.0,0.0,0.875
campaign25-fixed,2.0,0.5,41000227,0.0,1.0,1.0,1.0,16,627.5625,0.0,1.0
campaign50-fixed,2.0,0.5,41000227,0.0,1.0,1.0,1.0,16,630.375,0.0,1.0
campaign75-fixed,2.0,0.5,41000227,0.0,1.0,1.0,1.0,16,623.5,0.0,1.0
campaign-hedged,2.0,0.5,41000227,0.0,1.0,1.0,1.0,16,690.6875,0.0,1.0
anchored25-fixed,2.0,0.5,41000227,0.0,1.0,1.0,1.0,16,634.75,0.0,1.0
anchored50-fixed,2.0,0.5,41000227,0.0,1.0,1.0,1.0,16,650.375,0.0,1.0
anchored75-fixed,2.0,0.5,41000227,0.0,1.0,1.0,1.0,16,650.0625,0.0,1.0
telescoping-fixed,2.0,0.5,41000228,0.0,0.4375,0.4375,1.0,7,583.8571428571429,0.0,0.1875
telescoping-hedged,2.0,0.5,41000228,0.0,0.1875,0.1875,1.0,3,447.6666666666667,0.0,0.0625
campaign25-fixed,2.0,0.5,41000228,0.0,0.5,0.5,1.0,8,519.75,0.0,0.1875
campaign50-fixed,2.0,0.5,41000228,0.0,0.5,0.5,1.0,8,651.625,0.0,0.1875
campaign75-fixed,2.0,0.5,41000228,0.0,0.5625,0.5625,1.0,9,698.7777777777778,0.0,0.1875
campaign-hedged,2.0,0.5,41000228,0.0,0.125,0.125,1.0,2,503.5,0.0,0.0625
anchored25-fixed,2.0,0.5,41000228,0.0,0.375,0.375,1.0,6,626.8333333333334,0.0,0.1875
anchored50-fixed,2.0,0.5,41000228,0.0,0.25,0.25,1.0,4,508.5,0.0,0.1875
anchored75-fixed,2.0,0.5,41000228,0.0,0.25,0.25,1.0,4,513.5,0.0,0.1875
telescoping-fixed,2.0,0.5,41000229,0.0,0.9375,0.9375,1.0,15,433.6666666666667,0.0,0.875
telescoping-hedged,2.0,0.5,41000229,0.0,0.9375,0.9375,1.0,15,507.3333333333333,0.0,0.875
campaign25-fixed,2.0,0.5,41000229,0.0,1.0,1.0,1.0,16,428.8125,0.0,1.0
campaign50-fixed,2.0,0.5,41000229,0.0,1.0,1.0,1.0,16,420.0625,0.0,1.0
campaign75-fixed,2.0,0.5,41000229,0.0,1.0,1.0,1.0,16,422.875,0.0,1.0
campaign-hedged,2.0,0.5,41000229,0.0,1.0,1.0,1.0,16,479.4375,0.0,0.9375
anchored25-fixed,2.0,0.5,41000229,0.0,1.0,1.0,1.0,16,435.0625,0.0,0.875
anchored50-fixed,2.0,0.5,41000229,0.0,1.0,1.0,1.0,16,435.6875,0.0,0.9375
anchored75-fixed,2.0,0.5,41000229,0.0,1.0,1.0,1.0,16,435.6875,0.0,1.0
telescoping-fixed,2.0,0.5,41000230,0.0,1.0,1.0,1.0,16,616.0,0.0,0.875
telescoping-hedged,2.0,0.5,41000230,0.0,0.875,0.875,1.0,14,641.7142857142857,0.0,0.875
campaign25-fixed,2.0,0.5,41000230,0.0,1.0,1.0,1.0,16,603.8125,0.0,0.875
campaign50-fixed,2.0,0.5,41000230,0.0,1.0,1.0,1.0,16,603.1875,0.0,0.9375
campaign75-fixed,2.0,0.5,41000230,0.0,1.0,1.0,1.0,16,592.875,0.0,0.9375
campaign-hedged,2.0,0.5,41000230,0.0,1.0,1.0,1.0,16,643.1875,0.0,0.875
anchored25-fixed,2.0,0.5,41000230,0.0,1.0,1.0,1.0,16,607.5625,0.0,0.875
anchored50-fixed,2.0,0.5,41000230,0.0,1.0,1.0,1.0,16,612.5625,0.0,0.875
anchored75-fixed,2.0,0.5,41000230,0.0,1.0,1.0,1.0,16,621.3125,0.0,0.875
telescoping-fixed,2.0,0.5,41000231,0.0,1.0,1.0,1.0,16,296.0,0.0,1.0
telescoping-hedged,2.0,0.5,41000231,0.0,1.0,1.0,1.0,16,353.5,0.0,1.0
campaign25-fixed,2.0,0.5,41000231,0.0,1.0,1.0,1.0,16,281.9375,0.0,1.0
campaign50-fixed,2.0,0.5,41000231,0.0,1.0,1.0,1.0,16,280.375,0.0,1.0
campaign75-fixed,2.0,0.5,41000231,0.0,1.0,1.0,1.0,16,280.375,0.0,1.0
campaign-hedged,2.0,0.5,41000231,0.0,1.0,1.0,1.0,16,334.4375,0.0,1.0
anchored25-fixed,2.0,0.5,41000231,0.0,1.0,1.0,1.0,16,296.625,0.0,1.0
anchored50-fixed,2.0,0.5,41000231,0.0,1.0,1.0,1.0,16,296.0,0.0,1.0
anchored75-fixed,2.0,0.5,41000231,0.0,1.0,1.0,1.0,16,308.1875,0.0,1.0
telescoping-fixed,2.0,0.5,41000232,0.0,1.0,1.0,1.0,16,282.875,0.0,1.0
telescoping-hedged,2.0,0.5,41000232,0.0,1.0,1.0,1.0,16,349.75,0.0,1.0
campaign25-fixed,2.0,0.5,41000232,0.0,1.0,1.0,1.0,16,260.375,0.0,1.0
campaign50-fixed,2.0,0.5,41000232,0.0,1.0,1.0,1.0,16,257.875,0.0,1.0
campaign75-fixed,2.0,0.5,41000232,0.0,1.0,1.0,1.0,16,259.75,0.0,1.0
campaign-hedged,2.0,0.5,41000232,0.0,1.0,1.0,1.0,16,312.875,0.0,1.0
anchored25-fixed,2.0,0.5,41000232,0.0,1.0,1.0,1.0,16,274.4375,0.0,1.0
anchored50-fixed,2.0,0.5,41000232,0.0,1.0,1.0,1.0,16,276.0,0.0,1.0
anchored75-fixed,2.0,0.5,41000232,0.0,1.0,1.0,1.0,16,278.8125,0.0,1.0
telescoping-fixed,2.0,0.5,41000233,0.0,0.9375,0.9375,1.0,15,531.0,0.0,0.9375
telescoping-hedged,2.0,0.5,41000233,0.0,1.0,1.0,1.0,16,642.5625,0.0,0.9375
campaign25-fixed,2.0,0.5,41000233,0.0,0.9375,0.9375,1.0,15,500.0,0.0,0.9375
campaign50-fixed,2.0,0.5,41000233,0.0,0.9375,0.9375,1.0,15,430.6666666666667,0.0,0.9375
campaign75-fixed,2.0,0.5,41000233,0.0,0.9375,0.9375,1.0,15,431.0,0.0,0.9375
campaign-hedged,2.0,0.5,41000233,0.0,1.0,1.0,1.0,16,616.9375,0.0,0.9375
anchored25-fixed,2.0,0.5,41000233,0.0,0.9375,0.9375,1.0,15,527.6666666666666,0.0,0.9375
anchored50-fixed,2.0,0.5,41000233,0.0,0.9375,0.9375,1.0,15,530.6666666666666,0.0,0.9375
anchored75-fixed,2.0,0.5,41000233,0.0,0.9375,0.9375,1.0,15,543.6666666666666,0.0,0.9375
telescoping-fixed,2.0,0.5,41000234,0.0,0.0625,0.0625,1.0,1,621.0,0.0,0.0
telescoping-hedged,2.0,0.5,41000234,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign25-fixed,2.0,0.5,41000234,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign50-fixed,2.0,0.5,41000234,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign75-fixed,2.0,0.5,41000234,0.0,0.0,0.0,1.0,0,,0.0,0.0
campaign-hedged,2.0,0.5,41000234,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored25-fixed,2.0,0.5,41000234,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored50-fixed,2.0,0.5,41000234,0.0,0.0,0.0,1.0,0,,0.0,0.0
anchored75-fixed,2.0,0.5,41000234,0.0,0.0,0.0,1.0,0,,0.0,0.0
telescoping-fixed,2.0,0.5,41000235,0.0,1.0,1.0,1.0,16,686.9375,0.0,0.9375
telescoping-hedged,2.0,0.5,41000235,0.0,0.9375,0.9375,1.0,15,723.0,0.0,0.875
campaign25-fixed,2.0,0.5,41000235,0.0,1.0,1.0,1.0,16,672.25,0.0,0.9375
campaign50-fixed,2.0,0.5,41000235,0.0,1.0,1.0,1.0,16,668.1875,0.0,0.9375
campaign75-fixed,2.0,0.5,41000235,0.0,1.0,1.0,1.0,16,661.9375,0.0,0.9375
campaign-hedged,2.0,0.5,41000235,0.0,1.0,1.0,1.0,16,709.4375,0.0,0.875
anchored25-fixed,2.0,0.5,41000235,0.0,1.0,1.0,1.0,16,686.625,0.0,0.9375
anchored50-fixed,2.0,0.5,41000235,0.0,1.0,1.0,1.0,16,679.4375,0.0,0.875
anchored75-fixed,2.0,0.5,41000235,0.0,1.0,1.0,1.0,16,680.6875,0.0,0.875
telescoping-fixed,2.0,0.5,41000236,0.0,0.9375,0.9375,1.0,15,434.3333333333333,0.0,0.75
telescoping-hedged,2.0,0.5,41000236,0.0,0.9375,0.9375,1.0,15,477.3333333333333,0.0,0.8125
campaign25-fixed,2.0,0.5,41000236,0.0,0.9375,0.9375,1.0,15,422.3333333333333,0.0,0.75
campaign50-fixed,2.0,0.5,41000236,0.0,0.9375,0.9375,1.0,15,416.0,0.0,0.75
campaign75-fixed,2.0,0.5,41000236,0.0,1.0,1.0,1.0,16,451.0,0.0,0.75
campaign-hedged,2.0,0.5,41000236,0.0,0.9375,0.9375,1.0,15,468.3333333333333,0.0,0.875
anchored25-fixed,2.0,0.5,41000236,0.0,0.9375,0.9375,1.0,15,433.0,0.0,0.75
anchored50-fixed,2.0,0.5,41000236,0.0,0.9375,0.9375,1.0,15,427.0,0.0,0.75
anchored75-fixed,2.0,0.5,41000236,0.0,0.9375,0.9375,1.0,15,438.0,0.0,0.75
telescoping-fixed,2.0,0.5,41000237,0.0,0.75,0.75,1.0,12,926.0,0.0,0.6875
telescoping-hedged,2.0,0.5,41000237,0.0,0.5625,0.5625,1.0,9,1023.7777777777778,0.0,0.5625
campaign25-fixed,2.0,0.5,41000237,0.0,0.75,0.75,1.0,12,928.5,0.0,0.75
campaign50-fixed,2.0,0.5,41000237,0.0,0.75,0.75,1.0,12,988.9166666666666,0.0,0.75
campaign75-fixed,2.0,0.5,41000237,0.0,0.8125,0.8125,1.0,13,1004.0769230769231,0.0,0.6875
campaign-hedged,2.0,0.5,41000237,0.0,0.75,0.75,1.0,12,1044.3333333333333,0.0,0.5625
anchored25-fixed,2.0,0.5,41000237,0.0,0.75,0.75,1.0,12,929.75,0.0,0.75
anchored50-fixed,2.0,0.5,41000237,0.0,0.75,0.75,1.0,12,932.6666666666666,0.0,0.75
anchored75-fixed,2.0,0.5,41000237,0.0,0.75,0.75,1.0,12,959.3333333333334,0.0,0.6875
telescoping-fixed,2.0,0.5,41000238,0.0,0.8125,0.8125,1.0,13,531.7692307692307,0.0,0.625
telescoping-hedged,2.0,0.5,41000238,0.0,0.75,0.75,1.0,12,661.8333333333334,0.0,0.625
campaign25-fixed,2.0,0.5,41000238,0.0,0.875,0.875,1.0,14,529.2142857142857,0.0,0.6875
campaign50-fixed,2.0,0.5,41000238,0.0,0.875,0.875,1.0,14,519.5714285714286,0.0,0.6875
campaign75-fixed,2.0,0.5,41000238,0.0,0.9375,0.9375,1.0,15,629.3333333333334,0.0,0.75
campaign-hedged,2.0,0.5,41000238,0.0,0.875,0.875,1.0,14,782.4285714285714,0.0,0.6875
anchored25-fixed,2.0,0.5,41000238,0.0,0.875,0.875,1.0,14,533.1428571428571,0.0,0.6875
anchored50-fixed,2.0,0.5,41000238,0.0,0.875,0.875,1.0,14,561.3571428571429,0.0,0.6875
anchored75-fixed,2.0,0.5,41000238,0.0,0.8125,0.8125,1.0,13,584.8461538461538,0.0,0.6875
telescoping-fixed,2.0,0.5,41000239,0.0,1.0,1.0,1.0,16,292.5625,0.0,1.0
telescoping-hedged,2.0,0.5,41000239,0.0,0.9375,0.9375,1.0,15,301.6666666666667,0.0,0.9375
campaign25-fixed,2.0,0.5,41000239,0.0,1.0,1.0,1.0,16,282.5625,0.0,1.0
campaign50-fixed,2.0,0.5,41000239,0.0,1.0,1.0,1.0,16,267.875,0.0,1.0
campaign75-fixed,2.0,0.5,41000239,0.0,1.0,1.0,1.0,16,251.9375,0.0,1.0
campaign-hedged,2.0,0.5,41000239,0.0,1.0,1.0,1.0,16,312.875,0.0,1.0
anchored25-fixed,2.0,0.5,41000239,0.0,1.0,1.0,1.0,16,293.5,0.0,1.0
anchored50-fixed,2.0,0.5,41000239,0.0,1.0,1.0,1.0,16,296.0,0.0,1.0
anchored75-fixed,2.0,0.5,41000239,0.0,1.0,1.0,1.0,16,293.1875,0.0,1.0
telescoping-fixed,2.0,0.5,41000240,0.0,1.0,1.0,1.0,16,524.4375,0.0,1.0
telescoping-hedged,2.0,0.5,41000240,0.0,1.0,1.0,1.0,16,586.9375,0.0,1.0
campaign25-fixed,2.0,0.5,41000240,0.0,1.0,1.0,1.0,16,509.75,0.0,1.0
campaign50-fixed,2.0,0.5,41000240,0.0,1.0,1.0,1.0,16,508.8125,0.0,1.0
campaign75-fixed,2.0,0.5,41000240,0.0,1.0,1.0,1.0,16,505.375,0.0,1.0
campaign-hedged,2.0,0.5,41000240,0.0,1.0,1.0,1.0,16,561.3125,0.0,1.0
anchored25-fixed,2.0,0.5,41000240,0.0,1.0,1.0,1.0,16,521.3125,0.0,1.0
anchored50-fixed,2.0,0.5,41000240,0.0,1.0,1.0,1.0,16,523.8125,0.0,1.0
anchored75-fixed,2.0,0.5,41000240,0.0,1.0,1.0,1.0,16,533.8125,0.0,1.0
telescoping-fixed,2.0,0.5,41000241,0.0,0.9375,0.9375,1.0,15,653.6666666666666,0.0,0.875
telescoping-hedged,2.0,0.5,41000241,0.0,0.8125,0.8125,1.0,13,777.9230769230769,0.0,0.8125
campaign25-fixed,2.0,0.5,41000241,0.0,0.9375,0.9375,1.0,15,641.6666666666666,0.0,0.875
campaign50-fixed,2.0,0.5,41000241,0.0,0.9375,0.9375,1.0,15,639.3333333333334,0.0,0.875
campaign75-fixed,2.0,0.5,41000241,0.0,0.9375,0.9375,1.0,15,681.6666666666666,0.0,0.875
campaign-hedged,2.0,0.5,41000241,0.0,0.875,0.875,1.0,14,772.0714285714286,0.0,0.875
anchored25-fixed,2.0,0.5,41000241,0.0,0.9375,0.9375,1.0,15,646.6666666666666,0.0,0.875
anchored50-fixed,2.0,0.5,41000241,0.0,0.9375,0.9375,1.0,15,646.0,0.0,0.875
anchored75-fixed,2.0,0.5,41000241,0.0,0.9375,0.9375,1.0,15,678.6666666666666,0.0,0.875
telescoping-fixed,2.0,0.5,41000242,0.0,0.875,0.875,1.0,14,563.8571428571429,0.0,0.75
telescoping-hedged,2.0,0.5,41000242,0.0,0.8125,0.8125,1.0,13,631.0,0.0,0.75
campaign25-fixed,2.0,0.5,41000242,0.0,0.875,0.875,1.0,14,542.4285714285714,0.0,0.75
campaign50-fixed,2.0,0.5,41000242,0.0,0.875,0.875,1.0,14,529.2142857142857,0.0,0.75
campaign75-fixed,2.0,0.5,41000242,0.0,0.875,0.875,1.0,14,518.5,0.0,0.75
campaign-hedged,2.0,0.5,41000242,0.0,0.875,0.875,1.0,14,605.2857142857143,0.0,0.75
anchored25-fixed,2.0,0.5,41000242,0.0,0.875,0.875,1.0,14,543.1428571428571,0.0,0.75
anchored50-fixed,2.0,0.5,41000242,0.0,0.875,0.875,1.0,14,556.3571428571429,0.0,0.6875
anchored75-fixed,2.0,0.5,41000242,0.0,0.875,0.875,1.0,14,583.5,0.0,0.6875
telescoping-fixed,2.0,0.5,41000243,0.0,0.9375,0.9375,1.0,15,484.3333333333333,0.0,0.9375
telescoping-hedged,2.0,0.5,41000243,0.0,0.9375,0.9375,1.0,15,552.6666666666666,0.0,0.9375
campaign25-fixed,2.0,0.5,41000243,0.0,0.9375,0.9375,1.0,15,447.3333333333333,0.0,0.9375
campaign50-fixed,2.0,0.5,41000243,0.058823529411764705,1.0,1.0,1.0,17,478.8125,0.058823529411764705,1.0
campaign75-fixed,2.0,0.5,41000243,0.058823529411764705,1.0,1.0,1.0,17,476.0,0.058823529411764705,1.0
campaign-hedged,2.0,0.5,41000243,0.0,0.9375,0.9375,1.0,15,532.0,0.0,0.9375
anchored25-fixed,2.0,0.5,41000243,0.0,0.9375,0.9375,1.0,15,472.0,0.0,0.9375
anchored50-fixed,2.0,0.5,41000243,0.0,0.9375,0.9375,1.0,15,465.3333333333333,0.0,0.9375
anchored75-fixed,2.0,0.5,41000243,0.058823529411764705,1.0,1.0,1.0,17,504.0,0.0,1.0
telescoping-fixed,2.0,0.5,41000244,0.0,0.25,0.25,1.0,4,919.75,0.0,0.25
telescoping-hedged,2.0,0.5,41000244,0.0,0.25,0.25,1.0,4,1013.5,0.0,0.25
campaign25-fixed,2.0,0.5,41000244,0.0,0.25,0.25,1.0,4,924.75,0.0,0.25
campaign50-fixed,2.0,0.5,41000244,0.0,0.3125,0.3125,1.0,5,997.0,0.0,0.3125
campaign75-fixed,2.0,0.5,41000244,0.0,0.3125,0.3125,1.0,5,1091.0,0.0,0.3125
campaign-hedged,2.0,0.5,41000244,0.0,0.25,0.25,1.0,4,1134.75,0.0,0.1875
anchored25-fixed,2.0,0.5,41000244,0.0,0.25,0.25,1.0,4,919.75,0.0,0.25
anchored50-fixed,2.0,0.5,41000244,0.0,0.25,0.25,1.0,4,918.5,0.0,0.1875
anchored75-fixed,2.0,0.5,41000244,0.0,0.3125,0.3125,1.0,5,939.0,0.0,0.1875
telescoping-fixed,2.0,0.5,41000245,0.0,1.0,1.0,1.0,16,718.0625,0.0,1.0
telescoping-hedged,2.0,0.5,41000245,0.0,0.9375,0.9375,1.0,15,773.3333333333334,0.0,0.9375
campaign25-fixed,2.0,0.5,41000245,0.0,1.0,1.0,1.0,16,697.875,0.0,1.0
campaign50-fixed,2.0,0.5,41000245,0.0,1.0,1.0,1.0,16,687.5625,0.0,1.0
campaign75-fixed,2.0,0.5,41000245,0.0,1.0,1.0,1.0,16,670.375,0.0,1.0
campaign-hedged,2.0,0.5,41000245,0.0,1.0,1.0,1.0,16,764.4375,0.0,1.0
anchored25-fixed,2.0,0.5,41000245,0.0,0.9375,0.9375,1.0,15,691.0,0.0,0.9375
anchored50-fixed,2.0,0.5,41000245,0.0,0.9375,0.9375,1.0,15,693.3333333333334,0.0,0.9375
anchored75-fixed,2.0,0.5,41000245,0.0,0.9375,0.9375,1.0,15,734.3333333333334,0.0,0.9375
telescoping-fixed,2.0,0.5,41000246,0.0,0.9375,0.9375,1.0,15,594.3333333333334,0.0,0.9375
telescoping-hedged,2.0,0.5,41000246,0.0,0.9375,0.9375,1.0,15,682.0,0.0,0.875
campaign25-fixed,2.0,0.5,41000246,0.0,1.0,1.0,1.0,16,610.0625,0.0,0.9375
campaign50-fixed,2.0,0.5,41000246,0.0,1.0,1.0,1.0,16,580.6875,0.0,1.0
campaign75-fixed,2.0,0.5,41000246,0.0,1.0,1.0,1.0,16,572.875,0.0,1.0
campaign-hedged,2.0,0.5,41000246,0.0,0.9375,0.9375,1.0,15,633.0,0.0,0.9375
anchored25-fixed,2.0,0.5,41000246,0.0,0.9375,0.9375,1.0,15,596.3333333333334,0.0,0.9375
anchored50-fixed,2.0,0.5,41000246,0.0,0.9375,0.9375,1.0,15,592.0,0.0,0.9375
anchored75-fixed,2.0,0.5,41000246,0.0,1.0,1.0,1.0,16,622.25,0.0,0.9375
telescoping-fixed,2.0,0.5,41000247,0.0,1.0,1.0,1.0,16,357.25,0.0,1.0
telescoping-hedged,2.0,0.5,41000247,0.0,1.0,1.0,1.0,16,454.125,0.0,1.0
campaign25-fixed,2.0,0.5,41000247,0.0,1.0,1.0,1.0,16,338.5,0.0,1.0
campaign50-fixed,2.0,0.5,41000247,0.0,1.0,1.0,1.0,16,327.875,0.0,1.0
campaign75-fixed,2.0,0.5,41000247,0.0,1.0,1.0,1.0,16,325.0625,0.0,1.0
campaign-hedged,2.0,0.5,41000247,0.0,1.0,1.0,1.0,16,436.3125,0.0,1.0
anchored25-fixed,2.0,0.5,41000247,0.0,1.0,1.0,1.0,16,378.5,0.0,1.0
anchored50-fixed,2.0,0.5,41000247,0.0,1.0,1.0,1.0,16,381.9375,0.0,1.0
anchored75-fixed,2.0,0.5,41000247,0.0,1.0,1.0,1.0,16,396.625,0.0,1.0
telescoping-fixed,2.0,0.5,41000248,0.0,1.0,1.0,1.0,16,764.4375,0.0,0.9375
telescoping-hedged,2.0,0.5,41000248,0.0,0.875,0.875,1.0,14,832.7857142857143,0.0,0.875
campaign25-fixed,2.0,0.5,41000248,0.0,1.0,1.0,1.0,16,732.5625,0.0,1.0
campaign50-fixed,2.0,0.5,41000248,0.0,1.0,1.0,1.0,16,746.9375,0.0,1.0
campaign75-fixed,2.0,0.5,41000248,0.0,1.0,1.0,1.0,16,753.1875,0.0,1.0
campaign-hedged,2.0,0.5,41000248,0.0,1.0,1.0,1.0,16,851.0,0.0,1.0
anchored25-fixed,2.0,0.5,41000248,0.0,1.0,1.0,1.0,16,789.4375,0.0,1.0
anchored50-fixed,2.0,0.5,41000248,0.0,1.0,1.0,1.0,16,783.5,0.0,1.0
anchored75-fixed,2.0,0.5,41000248,0.0,1.0,1.0,1.0,16,790.375,0.0,1.0
telescoping-fixed,2.0,0.5,41000249,0.0,0.5625,0.5625,1.0,9,582.6666666666666,0.0,0.5
telescoping-hedged,2.0,0.5,41000249,0.0,0.5,0.5,1.0,8,637.25,0.0,0.5
campaign25-fixed,2.0,0.5,41000249,0.0,0.75,0.75,1.0,12,692.5,0.0,0.75
campaign50-fixed,2.0,0.5,41000249,0.0,0.8125,0.8125,1.0,13,696.0,0.0,0.8125
campaign75-fixed,2.0,0.5,41000249,0.0,0.875,0.875,1.0,14,732.4285714285714,0.0,0.8125
campaign-hedged,2.0,0.5,41000249,0.0,0.625,0.625,1.0,10,785.0,0.0,0.5
anchored25-fixed,2.0,0.5,41000249,0.0,0.6875,0.6875,1.0,11,659.1818181818181,0.0,0.5625
anchored50-fixed,2.0,0.5,41000249,0.0,0.6875,0.6875,1.0,11,652.3636363636364,0.0,0.625
anchored75-fixed,2.0,0.5,41000249,0.0,0.6875,0.6875,1.0,11,666.0,0.0,0.6875
telescoping-fixed,2.0,0.5,41000250,0.0,0.9375,0.9375,1.0,15,414.0,0.0,0.8125
telescoping-hedged,2.0,0.5,41000250,0.0,0.6875,0.6875,1.0,11,351.90909090909093,0.0,0.625
campaign25-fixed,2.0,0.5,41000250,0.0,1.0,1.0,1.0,16,419.75,0.0,0.875
campaign50-fixed,2.0,0.5,41000250,0.0,1.0,1.0,1.0,16,417.5625,0.0,0.9375
campaign75-fixed,2.0,0.5,41000250,0.0,1.0,1.0,1.0,16,409.75,0.0,0.9375
campaign-hedged,2.0,0.5,41000250,0.0,1.0,1.0,1.0,16,484.4375,0.0,0.8125
anchored25-fixed,2.0,0.5,41000250,0.0,0.9375,0.9375,1.0,15,406.6666666666667,0.0,0.8125
anchored50-fixed,2.0,0.5,41000250,0.0,1.0,1.0,1.0,16,429.4375,0.0,0.8125
anchored75-fixed,2.0,0.5,41000250,0.0,1.0,1.0,1.0,16,432.5625,0.0,0.875
telescoping-fixed,2.0,0.5,41000251,0.0,1.0,1.0,1.0,16,752.5625,0.0,1.0
telescoping-hedged,2.0,0.5,41000251,0.0,1.0,1.0,1.0,16,828.0625,0.0,1.0
campaign25-fixed,2.0,0.5,41000251,0.0,1.0,1.0,1.0,16,739.75,0.0,1.0
campaign50-fixed,2.0,0.5,41000251,0.0,1.0,1.0,1.0,16,730.375,0.0,1.0
campaign75-fixed,2.0,0.5,41000251,0.0,1.0,1.0,1.0,16,720.375,0.0,1.0
campaign-hedged,2.0,0.5,41000251,0.0,1.0,1.0,1.0,16,777.25,0.0,1.0
anchored25-fixed,2.0,0.5,41000251,0.0,1.0,1.0,1.0,16,750.0625,0.0,1.0
anchored50-fixed,2.0,0.5,41000251,0.0,1.0,1.0,1.0,16,753.1875,0.0,1.0
anchored75-fixed,2.0,0.5,41000251,0.0,1.0,1.0,1.0,16,750.0625,0.0,1.0
telescoping-fixed,2.0,0.5,41000252,0.0,0.9375,0.9375,1.0,15,493.6666666666667,0.0,0.9375
telescoping-hedged,2.0,0.5,41000252,0.0,0.9375,0.9375,1.0,15,545.0,0.0,0.9375
campaign25-fixed,2.0,0.5,41000252,0.0,0.9375,0.9375,1.0,15,481.0,0.0,0.9375
campaign50-fixed,2.0,0.5,41000252,0.0,0.9375,0.9375,1.0,15,457.0,0.0,0.9375
campaign75-fixed,2.0,0.5,41000252,0.0,1.0,1.0,1.0,16,481.3125,0.0,1.0
campaign-hedged,2.0,0.5,41000252,0.0,0.9375,0.9375,1.0,15,550.3333333333334,0.0,0.9375
anchored25-fixed,2.0,0.5,41000252,0.0,0.9375,0.9375,1.0,15,492.3333333333333,0.0,0.9375
anchored50-fixed,2.0,0.5,41000252,0.0,0.9375,0.9375,1.0,15,489.6666666666667,0.0,0.9375
anchored75-fixed,2.0,0.5,41000252,0.0,0.9375,0.9375,1.0,15,496.6666666666667,0.0,0.9375
telescoping-fixed,2.0,0.5,41000253,0.0,1.0,1.0,1.0,16,539.4375,0.0,1.0
telescoping-hedged,2.0,0.5,41000253,0.0,1.0,1.0,1.0,16,631.9375,0.0,1.0
campaign25-fixed,2.0,0.5,41000253,0.0,1.0,1.0,1.0,16,506.3125,0.0,1.0
campaign50-fixed,2.0,0.5,41000253,0.0,1.0,1.0,1.0,16,503.8125,0.0,1.0
campaign75-fixed,2.0,0.5,41000253,0.0,1.0,1.0,1.0,16,513.8125,0.0,1.0
campaign-hedged,2.0,0.5,41000253,0.0,1.0,1.0,1.0,16,594.4375,0.0,1.0
anchored25-fixed,2.0,0.5,41000253,0.0,1.0,1.0,1.0,16,542.5625,0.0,1.0
anchored50-fixed,2.0,0.5,41000253,0.0,1.0,1.0,1.0,16,546.3125,0.0,1.0
anchored75-fixed,2.0,0.5,41000253,0.0,1.0,1.0,1.0,16,551.625,0.0,1.0
telescoping-fixed,2.0,0.5,41000254,0.0,0.9375,0.9375,1.0,15,620.3333333333334,0.0,0.875
telescoping-hedged,2.0,0.5,41000254,0.0,0.875,0.875,1.0,14,661.0,0.0,0.875
campaign25-fixed,2.0,0.5,41000254,0.0,0.9375,0.9375,1.0,15,594.6666666666666,0.0,0.9375
campaign50-fixed,2.0,0.5,41000254,0.0,1.0,1.0,1.0,16,600.0625,0.0,1.0
campaign75-fixed,2.0,0.5,41000254,0.0,1.0,1.0,1.0,16,587.25,0.0,1.0
campaign-hedged,2.0,0.5,41000254,0.0,0.875,0.875,1.0,14,616.3571428571429,0.0,0.875
anchored25-fixed,2.0,0.5,41000254,0.0,0.9375,0.9375,1.0,15,606.3333333333334,0.0,0.9375
anchored50-fixed,2.0,0.5,41000254,0.0,0.9375,0.9375,1.0,15,619.0,0.0,0.9375
anchored75-fixed,2.0,0.5,41000254,0.0,0.9375,0.9375,1.0,15,616.6666666666666,0.0,0.9375
telescoping-fixed,2.0,0.5,41000255,0.0,1.0,1.0,1.0,16,605.375,0.0,0.875
telescoping-hedged,2.0,0.5,41000255,0.0,0.875,0.875,1.0,14,634.5714285714286,0.0,0.875
campaign25-fixed,2.0,0.5,41000255,0.0,1.0,1.0,1.0,16,569.75,0.0,1.0
